id,x,y,z,type,excitation_type,layer
31626468583,297143,186549,2304,PYRAMIDAL,1,4
27478208288,321717,68209,3968,PYRAMIDAL,1,2
37714443412,389900,103745,3200,INTERNEURON,0,1
3124804173,345285,121475,2176,INTERNEURON,0,2
1637224959,259082,83427,128,INTERNEURON,0,3
6863317022,276611,258043,1280,PYRAMIDAL,1,5
28745838008,355790,102464,3328,PYRAMIDAL,1,2
809422398,315013,57039,1664,PYRAMIDAL,1,2
4475908275,244956,143065,3840,PYRAMIDAL,1,4
3605322777,359183,127118,3456,INTERNEURON,0,2
5433398030,163894,194381,2176,PYRAMIDAL,1,6
48123700017,414965,152813,2688,INTERNEURON,0,2
3053507171,392025,127616,1280,PYRAMIDAL,1,2
1539180821,357878,99700,128,PYRAMIDAL,1,2
40944898326,353149,201880,4096,INTERNEURON,0,3
6322366087,199876,215961,5120,PYRAMIDAL,1,6
29308998642,216824,117148,1920,INTERNEURON,0,4
38267441706,376412,125496,3712,PYRAMIDAL,1,2
5253951379,451604,192358,1152,INTERNEURON,0,1
5791413754,411639,214400,768,PYRAMIDAL,1,2
2306316938,238344,107821,0,INTERNEURON,0,3
6618401330,335026,234081,768,PYRAMIDAL,1,4
3385767495,308360,146814,384,INTERNEURON,0,3
2963916394,349628,135510,1664,PYRAMIDAL,1,3
29514580369,268420,125524,4864,PYRAMIDAL,1,3
71351714738,258859,53797,4864,INTERNEURON,0,0
5208352652,393556,178971,2816,PYRAMIDAL,1,2
2117904275,259234,101503,640,INTERNEURON,0,3
56631527779,192880,105342,4096,PYRAMIDAL,1,4
30490393785,276430,157127,3968,PYRAMIDAL,1,4
13880587619,266860,164239,3712,PYRAMIDAL,1,4
4391865117,341274,178632,1152,PYRAMIDAL,1,3
32281760788,304843,208021,3200,PYRAMIDAL,1,4
33111244340,303129,217709,4480,PYRAMIDAL,1,4
38135449427,359058,121117,2560,INTERNEURON,0,2
4522237537,298618,193173,768,PYRAMIDAL,1,4
1754937999,298129,87022,0,INTERNEURON,0,2
28974664659,227266,92826,3712,PYRAMIDAL,1,3
29338828543,252720,94403,4992,INTERNEURON,0,3
4648726505,162779,203992,896,PYRAMIDAL,1,6
33332099975,377961,238040,2560,PYRAMIDAL,1,3
3184318928,397164,144706,896,PYRAMIDAL,1,2
33849340222,173908,263254,2816,PYRAMIDAL,1,7
37738008459,232300,110475,4096,INTERNEURON,0,4
42429178383,344525,250790,2944,PYRAMIDAL,1,4
31931206276,263892,193608,4736,PYRAMIDAL,1,5
2079227335,419501,98931,128,INTERNEURON,0,1
41874969162,300425,233661,3584,INTERNEURON,0,5
39760450951,195192,167088,2432,INTERNEURON,0,5
39040156871,398141,154023,2944,PYRAMIDAL,1,2
32430005210,392834,213996,3456,PYRAMIDAL,1,3
2368926329,369633,106237,1280,PYRAMIDAL,1,2
5930663917,235444,230429,3840,PYRAMIDAL,1,5
74186556786,148871,137609,4608,INTERNEURON,0,5
4910419569,173970,196253,2176,PYRAMIDAL,1,6
100295335167,379722,126983,5120,PYRAMIDAL,1,0
39708356055,391187,150706,3328,INTERNEURON,0,2
39254439899,299952,142765,4224,INTERNEURON,0,3
24235484608,420556,234348,1536,PYRAMIDAL,1,2
31367593179,389201,179554,2560,PYRAMIDAL,1,2
42890716166,196634,272701,4864,PYRAMIDAL,1,7
5890292881,323154,210387,4480,PYRAMIDAL,1,4
31671600245,338403,196566,4992,INTERNEURON,0,3
5018991910,396769,203905,128,PYRAMIDAL,1,3
58896201019,422597,238234,4096,PYRAMIDAL,1,2
36793105733,253765,72872,4608,PYRAMIDAL,1,2
6076659662,248979,227556,1920,INTERNEURON,0,5
4378198594,384623,154338,4736,PYRAMIDAL,1,2
39762641836,262066,160992,4864,PYRAMIDAL,1,4
40626086435,403042,189173,3712,INTERNEURON,0,2
42088113147,152626,234341,2944,INTERNEURON,0,7
5073863316,296642,187892,4864,PYRAMIDAL,1,4
984663724,335761,62392,1280,INTERNEURON,0,2
2962528688,250134,152564,128,PYRAMIDAL,1,4
5626978066,307797,212057,2944,PYRAMIDAL,1,4
29879677414,304384,133708,3200,PYRAMIDAL,1,3
69620284640,288135,266573,3456,INTERNEURON,0,5
36619747807,308198,68356,3456,INTERNEURON,0,2
1989912184,351775,100549,640,INTERNEURON,0,2
2193655685,356403,100629,768,INTERNEURON,0,2
607796980,383584,51077,640,INTERNEURON,0,1
59274600612,424353,224388,3840,PYRAMIDAL,1,2
6838948180,404231,238785,256,PYRAMIDAL,1,3
99931624775,386456,117458,5248,INTERNEURON,0,2
5366130401,321208,199865,2048,INTERNEURON,0,4
34230002763,230948,264616,2176,INTERNEURON,0,6
4142450099,280250,171213,896,PYRAMIDAL,1,4
4056640962,341010,151135,2048,INTERNEURON,0,3
3166840430,286690,141749,2048,PYRAMIDAL,1,3
4798239027,306536,189595,2048,PYRAMIDAL,1,4
2922696925,374050,136743,1280,PYRAMIDAL,1,2
29861996656,244289,81745,3840,PYRAMIDAL,1,3
39197977927,362786,150030,4864,INTERNEURON,0,3
27958084216,304361,67115,4608,PYRAMIDAL,1,2
59752344661,338515,264886,3840,PYRAMIDAL,1,4
28265026268,342521,83128,3328,PYRAMIDAL,1,2
46739028787,376250,110604,3328,INTERNEURON,0,2
48827994396,152240,173121,3456,INTERNEURON,0,6
38033430812,370143,115113,4864,PYRAMIDAL,1,2
39665384528,410449,173852,3968,PYRAMIDAL,1,2
37461713782,232719,101436,3584,INTERNEURON,0,3
29196628961,328983,124737,2944,INTERNEURON,0,3
71380507437,251863,60234,4992,INTERNEURON,0,0
23359833943,377170,216257,2432,PYRAMIDAL,1,3
30548271920,288492,153495,4224,PYRAMIDAL,1,4
31072243496,291276,151409,2560,INTERNEURON,0,4
4889774289,407943,190629,896,PYRAMIDAL,1,2
32807821099,374203,221729,3200,INTERNEURON,0,3
3870083049,406051,161490,128,PYRAMIDAL,1,2
4958588575,329186,178112,2048,INTERNEURON,0,3
4739718712,306134,186091,1280,INTERNEURON,0,4
39038491013,375375,133194,3968,INTERNEURON,0,2
4332935499,335433,171256,512,INTERNEURON,0,3
39592671880,401997,164791,2944,INTERNEURON,0,2
5202803880,238891,222033,2176,PYRAMIDAL,1,5
1042088756,329131,72043,1024,PYRAMIDAL,1,2
3182566271,346744,112025,4480,PYRAMIDAL,1,2
41264528830,338173,210302,4608,INTERNEURON,0,4
3093748739,278490,162009,640,PYRAMIDAL,1,4
4678642941,228797,172571,2176,INTERNEURON,0,5
46442672587,212728,102640,2944,PYRAMIDAL,1,4
6120257502,231512,222845,2816,PYRAMIDAL,1,5
32312145279,310361,227583,2048,PYRAMIDAL,1,4
751075513,330214,74225,1024,PYRAMIDAL,1,2
32901472134,88447,220111,2176,PYRAMIDAL,1,7
37228988420,235536,105647,4480,PYRAMIDAL,1,3
882747797,342114,77416,256,PYRAMIDAL,1,2
1931903793,365886,104280,128,INTERNEURON,0,2
41645776522,420302,222387,2048,INTERNEURON,0,2
2747413522,369714,121576,384,INTERNEURON,0,2
41933124370,308050,224222,4864,INTERNEURON,0,4
37970384097,199502,115850,3072,PYRAMIDAL,1,4
6383192231,258028,248240,1920,PYRAMIDAL,1,5
3460816639,379431,145904,1152,PYRAMIDAL,1,2
2996942996,442193,128448,1664,INTERNEURON,0,1
28790152544,377366,98282,2176,INTERNEURON,0,2
42399947044,325385,254249,3072,PYRAMIDAL,1,5
27666809442,301304,54464,3584,PYRAMIDAL,1,2
62647752640,302781,48230,4096,INTERNEURON,0,2
4714883468,419369,198388,128,PYRAMIDAL,1,2
37231004571,324050,63262,3840,PYRAMIDAL,1,2
7253178736,166026,253330,768,INTERNEURON,0,7
3950183751,213254,154004,384,INTERNEURON,0,5
1655359890,338241,106333,640,PYRAMIDAL,1,2
1260416782,320070,94008,256,PYRAMIDAL,1,2
3329568506,373231,133715,1280,INTERNEURON,0,2
24380868422,398283,232619,2048,INTERNEURON,0,3
6512134746,208470,230075,128,PYRAMIDAL,1,6
36022887535,307146,52509,3840,PYRAMIDAL,1,2
5310940074,388867,204336,640,PYRAMIDAL,1,3
5121813101,409716,194336,128,PYRAMIDAL,1,2
6715832180,202928,248239,2176,PYRAMIDAL,1,7
3427292761,242377,153492,2176,PYRAMIDAL,1,4
36022040377,292980,60026,3712,PYRAMIDAL,1,2
38073875507,256369,127454,4736,PYRAMIDAL,1,4
23098476095,376687,191802,3072,PYRAMIDAL,1,3
35790104510,312860,47277,2688,PYRAMIDAL,1,2
2567484516,218883,111155,1024,INTERNEURON,0,4
2088089696,241982,103110,1664,PYRAMIDAL,1,3
2584392112,242062,160102,1280,PYRAMIDAL,1,5
29352699705,218906,114909,2048,INTERNEURON,0,4
4184267343,247437,165684,2304,PYRAMIDAL,1,5
3024582815,393785,132515,512,PYRAMIDAL,1,2
4141399627,269123,165193,896,PYRAMIDAL,1,4
31423325105,328574,175970,4224,PYRAMIDAL,1,3
3342183802,313931,132965,4352,PYRAMIDAL,1,3
7330563496,305200,253768,640,INTERNEURON,0,5
49564088648,411857,190764,3968,PYRAMIDAL,1,2
37972486059,263470,127463,3200,INTERNEURON,0,4
40711225143,304237,210572,4608,PYRAMIDAL,1,4
28352706755,346708,91280,1920,INTERNEURON,0,2
32149710049,273916,209116,4352,PYRAMIDAL,1,5
40132674612,446229,177550,2048,INTERNEURON,0,1
1568352768,356045,110040,2432,PYRAMIDAL,1,2
36301826370,377999,60360,3840,INTERNEURON,0,1
40379199307,414014,185544,2560,INTERNEURON,0,2
28336002718,263987,127637,4352,PYRAMIDAL,1,4
33196178147,242928,216583,4864,PYRAMIDAL,1,5
30021118298,182100,143674,4992,PYRAMIDAL,1,5
28742740566,274101,108425,2816,INTERNEURON,0,3
7878612352,131447,268332,2688,PYRAMIDAL,1,7
3080783002,327240,128475,1408,PYRAMIDAL,1,3
38173454236,189528,114830,2688,PYRAMIDAL,1,4
55092333748,294620,89251,3840,INTERNEURON,0,3
2044855614,259242,102970,512,PYRAMIDAL,1,3
766335391,330365,70969,1024,INTERNEURON,0,2
4961186471,404870,171380,3200,INTERNEURON,0,2
36753726428,395438,76720,2048,INTERNEURON,0,1
3035665442,285333,123651,3456,PYRAMIDAL,1,3
402551402,334786,65057,128,PYRAMIDAL,1,2
3645359830,244553,143854,384,PYRAMIDAL,1,4
3602388503,255844,151710,1664,PYRAMIDAL,1,4
28512731799,344703,91471,2432,PYRAMIDAL,1,2
4389790709,290193,177796,512,PYRAMIDAL,1,4
28654757106,233546,98395,4480,PYRAMIDAL,1,3
5042486347,203082,196647,2048,PYRAMIDAL,1,5
4768789561,327478,174383,3968,PYRAMIDAL,1,3
24770991879,331226,245171,1536,INTERNEURON,0,4
1015938656,408408,72316,768,INTERNEURON,0,1
4143603194,335969,177547,4864,PYRAMIDAL,1,3
58860997839,237451,204137,5248,INTERNEURON,0,5
38266229992,347660,118276,4352,INTERNEURON,0,2
4538107617,387914,183159,1536,PYRAMIDAL,1,3
58721251712,419373,217757,3328,INTERNEURON,0,2
5165119550,413122,189503,1152,PYRAMIDAL,1,2
1944634422,299926,98985,128,PYRAMIDAL,1,3
5945513812,240226,212201,128,INTERNEURON,0,5
4712473471,381330,200179,1664,PYRAMIDAL,1,3
4595781587,334889,177521,2176,PYRAMIDAL,1,3
47977617525,401481,146601,4096,INTERNEURON,0,2
29021270843,323646,98623,3584,INTERNEURON,0,2
7269940187,225293,261889,1280,PYRAMIDAL,1,6
4159300332,363713,179517,1408,PYRAMIDAL,1,3
4884151599,266699,184679,2816,PYRAMIDAL,1,5
7355691877,204510,263127,1152,PYRAMIDAL,1,7
45265875427,289018,47964,3456,INTERNEURON,0,0
5697237210,226477,220681,3840,PYRAMIDAL,1,5
3606914644,398455,140483,1792,PYRAMIDAL,1,2
1669376179,355249,100431,640,PYRAMIDAL,1,2
3985942938,416785,169953,1024,PYRAMIDAL,1,2
4255549064,206251,167518,896,PYRAMIDAL,1,5
3720393208,270013,177665,1920,PYRAMIDAL,1,4
36051883991,301989,61326,2432,PYRAMIDAL,1,2
36796244314,363440,98678,4096,PYRAMIDAL,1,2
40608448765,307208,201010,2560,PYRAMIDAL,1,4
41950557775,389902,237516,2432,INTERNEURON,0,3
5902646056,247846,222096,3840,PYRAMIDAL,1,5
59955299087,336143,255738,4224,PYRAMIDAL,1,4
3541925551,165892,160802,256,PYRAMIDAL,1,5
3908191917,256727,175275,1024,PYRAMIDAL,1,5
28378958224,272514,76753,3200,INTERNEURON,0,2
3372232382,342599,136927,1280,PYRAMIDAL,1,3
4798954957,299299,202267,512,PYRAMIDAL,1,4
5601980696,422709,223571,384,PYRAMIDAL,1,2
5581889337,218315,227589,2304,PYRAMIDAL,1,6
2438061531,268188,135535,1792,PYRAMIDAL,1,4
4860191235,424851,197546,128,PYRAMIDAL,1,2
2544093112,384931,118098,128,PYRAMIDAL,1,2
64134631163,368607,102589,4608,PYRAMIDAL,1,2
24438805286,410458,237405,1280,PYRAMIDAL,1,3
4639395307,321767,192485,1280,PYRAMIDAL,1,4
73822598019,146222,136442,3968,PYRAMIDAL,1,5
6732215708,231464,242515,128,PYRAMIDAL,1,6
3403480065,411947,138476,640,INTERNEURON,0,1
3749216816,286010,146498,3200,PYRAMIDAL,1,4
50916053366,338284,267103,4864,PYRAMIDAL,1,4
6356561210,316997,234734,1408,PYRAMIDAL,1,4
27520052421,264474,64172,1280,PYRAMIDAL,1,0
29730865050,201493,142248,3456,PYRAMIDAL,1,5
28436764163,252383,89333,3328,PYRAMIDAL,1,3
45152964910,389463,69488,2688,INTERNEURON,0,1
72165224750,212746,77553,4352,PYRAMIDAL,1,0
3970305348,322406,182987,896,PYRAMIDAL,1,4
42048836801,283959,234248,2688,INTERNEURON,0,5
4215878516,313728,173747,256,INTERNEURON,0,4
33707708455,306404,257603,3968,PYRAMIDAL,1,5
38508752772,219635,97079,5120,INTERNEURON,0,3
3397069492,198340,154978,2048,PYRAMIDAL,1,5
89288446367,329076,61921,4864,INTERNEURON,0,2
2778891671,447442,124110,1536,INTERNEURON,0,1
2527768955,321202,128799,128,PYRAMIDAL,1,3
3600343828,196793,142452,128,INTERNEURON,0,5
30109643347,219997,135605,3968,PYRAMIDAL,1,4
29265458262,223372,107742,4480,PYRAMIDAL,1,4
29600084023,210876,102760,2944,PYRAMIDAL,1,4
32736203913,411367,214057,4224,PYRAMIDAL,1,2
5843102477,223844,210135,1024,INTERNEURON,0,5
5539824770,302649,217719,1792,PYRAMIDAL,1,4
5436419769,235162,205544,896,PYRAMIDAL,1,5
4386870830,183614,200119,1408,PYRAMIDAL,1,6
63158714783,324301,74196,5120,INTERNEURON,0,2
20931950621,451821,132505,1664,INTERNEURON,0,1
89389236712,296592,64353,4992,INTERNEURON,0,2
2980517446,375296,114942,2816,PYRAMIDAL,1,2
54857754331,241219,93367,4736,INTERNEURON,0,3
1846940343,437884,90113,128,INTERNEURON,0,1
29221845409,211925,125710,2048,PYRAMIDAL,1,4
40408079374,411411,169819,3200,PYRAMIDAL,1,2
4722942136,247241,191039,384,PYRAMIDAL,1,5
30144321749,382358,132682,3584,PYRAMIDAL,1,2
6776440940,298744,244074,768,PYRAMIDAL,1,5
30066979957,245904,130329,2816,PYRAMIDAL,1,4
35979332964,308119,56455,4224,PYRAMIDAL,1,2
28641615488,275806,84648,3584,PYRAMIDAL,1,3
5177938053,364293,194204,1920,PYRAMIDAL,1,3
31570589846,377015,188344,4096,PYRAMIDAL,1,3
4712678141,372644,165649,4992,PYRAMIDAL,1,3
37277231620,358737,117858,3712,PYRAMIDAL,1,2
35978953987,309054,54329,4224,PYRAMIDAL,1,2
31611955425,297088,191303,2560,PYRAMIDAL,1,4
2556824934,347639,115142,3712,PYRAMIDAL,1,2
36797733900,405128,76439,2688,INTERNEURON,0,1
36826482986,396939,85726,2304,INTERNEURON,0,1
4305923975,407188,186039,1920,PYRAMIDAL,1,2
33401438886,255929,238633,3968,INTERNEURON,0,5
41220172138,310339,217760,5248,INTERNEURON,0,4
41936950847,420932,226194,3712,PYRAMIDAL,1,2
2018165185,338502,106263,1792,PYRAMIDAL,1,2
37188748038,350849,89832,3712,PYRAMIDAL,1,2
42528800787,272794,246347,3456,INTERNEURON,0,5
29777265958,276483,136347,2048,INTERNEURON,0,4
4942672283,286026,184020,3072,PYRAMIDAL,1,4
4350017755,416077,176207,896,PYRAMIDAL,1,2
38544379460,394533,129358,2688,INTERNEURON,0,2
59302619924,388793,225370,4608,INTERNEURON,0,3
38959191713,189048,148550,3200,PYRAMIDAL,1,5
5492502881,189717,199522,1280,INTERNEURON,0,6
2647206763,429482,127453,128,INTERNEURON,0,1
81851542893,384634,104202,4608,INTERNEURON,0,1
32223649370,312688,204656,1920,PYRAMIDAL,1,4
30984622273,271713,170722,4992,PYRAMIDAL,1,4
4959974563,379453,216450,640,PYRAMIDAL,1,3
2892166145,354720,123641,4480,PYRAMIDAL,1,2
30390099559,314537,155649,4480,PYRAMIDAL,1,3
40393289311,405501,183255,3840,INTERNEURON,0,2
32787700968,203843,221905,2816,INTERNEURON,0,6
77630276827,401396,260086,4096,PYRAMIDAL,1,3
37933063877,403072,112427,3072,INTERNEURON,0,1
3720320313,286851,173074,768,PYRAMIDAL,1,4
4680117617,274655,176365,896,PYRAMIDAL,1,4
40820207901,97086,189629,3968,INTERNEURON,0,7
2629041770,265389,140937,1280,PYRAMIDAL,1,4
5509455013,230465,206828,2560,PYRAMIDAL,1,5
4706880730,189757,194673,3840,PYRAMIDAL,1,6
83521706509,265802,153531,5248,INTERNEURON,0,4
31728719469,298870,193611,4864,PYRAMIDAL,1,4
35891376266,289613,48252,4096,PYRAMIDAL,1,0
36328457935,311973,53727,4480,PYRAMIDAL,1,2
28000894735,286200,78408,5248,INTERNEURON,0,2
28000894735,286233,78563,4992,PYRAMIDAL,1,2
2626750433,250847,90554,2944,PYRAMIDAL,1,3
4145618158,397998,160145,2176,PYRAMIDAL,1,2
28335228470,258122,91283,4224,PYRAMIDAL,1,3
4415810884,187512,219527,4480,PYRAMIDAL,1,6
32587768052,309490,216573,3584,PYRAMIDAL,1,4
42560062046,330273,248565,5120,PYRAMIDAL,1,4
39170337737,400553,153219,2176,INTERNEURON,0,2
896750782,314921,69115,256,INTERNEURON,0,2
6976578529,145115,264999,4736,PYRAMIDAL,1,7
5273488042,190124,193498,2688,PYRAMIDAL,1,6
20944478684,392444,130134,1664,INTERNEURON,0,2
29672577826,209251,128110,2048,PYRAMIDAL,1,4
85650299801,367026,217211,4992,INTERNEURON,0,3
20515822016,197572,120840,1025,PYRAMIDAL,1,4
28757942042,284401,95620,2432,INTERNEURON,0,3
634735199,323657,55655,1536,INTERNEURON,0,2
29338331865,230193,124849,4992,PYRAMIDAL,1,4
3401348064,330456,120080,4608,PYRAMIDAL,1,3
5160796796,276559,198535,5248,PYRAMIDAL,1,5
42488064723,335509,253619,3584,PYRAMIDAL,1,4
4939505056,150638,213418,384,PYRAMIDAL,1,7
40301462279,272961,183780,2944,INTERNEURON,0,4
27608171462,281643,76002,4864,PYRAMIDAL,1,2
19586936100,278957,90839,1536,INTERNEURON,0,3
29383098617,255379,119188,2944,INTERNEURON,0,3
5485975742,430639,216198,1024,PYRAMIDAL,1,2
37319791473,335966,102380,3840,INTERNEURON,0,2
3882772076,378729,151972,2688,PYRAMIDAL,1,2
28976343992,277477,112922,4096,PYRAMIDAL,1,3
1419377834,288195,83135,2688,PYRAMIDAL,1,2
4711844953,358442,185995,2048,PYRAMIDAL,1,3
33011461379,373027,242453,2432,PYRAMIDAL,1,3
1873396402,363190,103256,640,PYRAMIDAL,1,2
2020296824,382053,120226,896,PYRAMIDAL,1,2
387307134,314546,49522,0,INTERNEURON,0,2
4914156564,304158,192267,128,PYRAMIDAL,1,4
57566399243,280286,165654,5248,INTERNEURON,0,4
36081292586,313856,51924,4608,PYRAMIDAL,1,2
6455423377,243764,233462,2304,PYRAMIDAL,1,5
1550305371,278372,82864,1920,PYRAMIDAL,1,3
939166284,280178,61970,128,INTERNEURON,0,2
5442420574,421263,200388,1408,PYRAMIDAL,1,2
38906701832,354018,138348,4736,INTERNEURON,0,3
5602126722,416127,201521,512,INTERNEURON,0,2
6257785371,433698,225842,384,INTERNEURON,0,2
58702431296,314912,186517,4992,INTERNEURON,0,4
3358376184,364315,134348,2560,PYRAMIDAL,1,2
28467002249,282108,88022,3456,PYRAMIDAL,1,3
28451598440,266831,85298,2048,INTERNEURON,0,3
72034865787,228559,78926,4864,PYRAMIDAL,1,0
36894290061,242010,73618,3456,PYRAMIDAL,1,0
3256957984,370630,142126,768,PYRAMIDAL,1,2
5566048331,208908,229885,2688,PYRAMIDAL,1,6
6444487236,373038,240244,1536,PYRAMIDAL,1,3
6646157337,284170,241075,1024,INTERNEURON,0,5
4915879289,360278,187160,4864,PYRAMIDAL,1,3
3470629528,220585,158822,1024,PYRAMIDAL,1,5
30560844379,223118,143564,2304,PYRAMIDAL,1,4
3446989823,400360,157561,128,PYRAMIDAL,1,2
7052721069,268900,248608,1792,PYRAMIDAL,1,5
2439374821,312430,127758,512,PYRAMIDAL,1,3
28655179915,255381,90573,3584,INTERNEURON,0,3
45222422896,296189,69103,4096,INTERNEURON,0,2
98605591881,345664,75825,5120,INTERNEURON,0,2
41354296446,412802,213602,2944,INTERNEURON,0,2
6183830821,402069,215073,3456,PYRAMIDAL,1,3
38958871069,170743,140880,2688,PYRAMIDAL,1,5
59609270105,426984,222407,3968,PYRAMIDAL,1,2
40913697214,301383,198428,3584,INTERNEURON,0,4
39482186358,152582,150131,4864,PYRAMIDAL,1,5
32587593141,316473,214886,3712,PYRAMIDAL,1,4
2960164090,216551,125865,128,INTERNEURON,0,4
6293310179,181522,236859,1920,PYRAMIDAL,1,7
33809770775,292205,252486,2816,PYRAMIDAL,1,5
32400788503,383510,221990,3968,PYRAMIDAL,1,3
4408276989,412243,170241,768,INTERNEURON,0,2
2276967555,253966,119539,2816,PYRAMIDAL,1,4
30225488873,205707,138733,3328,PYRAMIDAL,1,5
3531397888,318420,146390,3072,PYRAMIDAL,1,3
36647343692,259540,76694,2688,PYRAMIDAL,1,2
27157818440,312599,57559,2304,PYRAMIDAL,1,2
30328264978,222196,144357,4352,PYRAMIDAL,1,4
6194066372,274141,218143,1280,INTERNEURON,0,5
1494238561,352091,90821,1920,PYRAMIDAL,1,2
3489070608,351058,135234,4096,PYRAMIDAL,1,3
4737834871,269795,182498,2304,PYRAMIDAL,1,5
3825082970,387450,147960,2176,PYRAMIDAL,1,2
6810112093,411620,238116,513,PYRAMIDAL,1,3
73473633712,158099,122320,3968,PYRAMIDAL,1,0
29018701283,247672,104493,4864,PYRAMIDAL,1,3
4224887271,153063,174344,4096,PYRAMIDAL,1,6
1943905545,276221,109875,256,PYRAMIDAL,1,3
5475930233,129518,193841,2304,PYRAMIDAL,1,7
33447023610,333531,242300,3456,PYRAMIDAL,1,4
2672465116,311828,119601,3584,PYRAMIDAL,1,3
38076592016,349258,96794,4352,INTERNEURON,0,2
40347499280,328962,196935,2304,INTERNEURON,0,4
40377782563,380227,176749,4224,INTERNEURON,0,3
18117476189,306565,48736,1792,PYRAMIDAL,1,2
1552920293,321057,120463,1024,PYRAMIDAL,1,3
5967108724,449079,228880,512,INTERNEURON,0,2
30007247315,222880,152341,4352,PYRAMIDAL,1,5
42061628831,117443,246144,3968,PYRAMIDAL,1,7
44698947712,307092,47821,3584,PYRAMIDAL,1,2
39266967421,255252,127750,4608,INTERNEURON,0,4
5902557309,259363,234534,5248,PYRAMIDAL,1,5
38057595862,203706,123482,3968,PYRAMIDAL,1,4
2818679548,347889,135570,2560,PYRAMIDAL,1,3
6353011915,263758,256260,1024,PYRAMIDAL,1,5
32312963249,379685,226803,4224,PYRAMIDAL,1,3
6008311535,362067,238727,1024,PYRAMIDAL,1,3
32006152227,323982,204067,3456,PYRAMIDAL,1,4
4418729898,284590,171082,896,PYRAMIDAL,1,4
2350558082,262401,99905,1152,INTERNEURON,0,3
34014445837,320399,258476,1280,PYRAMIDAL,1,5
60841026098,250812,267752,3200,INTERNEURON,0,6
41835210876,428223,228466,2176,PYRAMIDAL,1,2
5351208531,311257,203346,1536,PYRAMIDAL,1,4
50466956302,422198,222074,3840,PYRAMIDAL,1,2
5567638733,232772,220437,1792,PYRAMIDAL,1,5
33289479563,407571,237630,2048,PYRAMIDAL,1,3
2800720417,226869,126653,1280,PYRAMIDAL,1,4
1261615778,354367,85734,512,PYRAMIDAL,1,2
5335936626,287013,190419,4608,PYRAMIDAL,1,4
2208737576,376995,114456,1024,PYRAMIDAL,1,2
3996395946,271199,175203,1792,PYRAMIDAL,1,4
3065509474,289944,146758,1280,PYRAMIDAL,1,4
2587780387,390571,116492,896,INTERNEURON,0,2
98819130033,201872,82765,5120,INTERNEURON,0,0
36123853342,277591,63823,5120,INTERNEURON,0,2
5013063676,196315,194338,2688,PYRAMIDAL,1,6
28349785311,254297,82332,2816,PYRAMIDAL,1,3
30971378977,300986,165926,2688,PYRAMIDAL,1,4
3167000981,277143,154308,1024,PYRAMIDAL,1,4
21247886827,317955,149307,2048,INTERNEURON,0,3
98301204773,386351,69432,5248,INTERNEURON,0,1
29600215656,222651,123761,2176,PYRAMIDAL,1,4
5610974886,241793,221798,1152,PYRAMIDAL,1,5
5507119268,174568,199124,3584,PYRAMIDAL,1,6
7589658232,224819,271130,1664,PYRAMIDAL,1,7
3968858908,351956,176277,2304,PYRAMIDAL,1,3
41963172794,340560,231229,4096,INTERNEURON,0,4
4927473836,276646,161037,4096,PYRAMIDAL,1,4
3326401145,299589,132236,4480,PYRAMIDAL,1,3
3574034001,268554,137466,4864,PYRAMIDAL,1,4
37073051175,370125,89947,2304,INTERNEURON,0,2
2236464955,345400,92908,3456,PYRAMIDAL,1,2
55366058730,205412,106473,3712,INTERNEURON,0,4
5071131792,179516,201742,4352,PYRAMIDAL,1,6
447126518,368126,48901,1408,INTERNEURON,0,1
24116487319,332646,249204,1664,PYRAMIDAL,1,4
5288000794,170155,191751,2432,PYRAMIDAL,1,6
31839716486,134837,166376,4480,PYRAMIDAL,1,6
3081760966,368571,124448,4480,PYRAMIDAL,1,2
2656228780,260950,114524,768,INTERNEURON,0,3
36212845567,330230,67125,3200,PYRAMIDAL,1,2
29265984006,216196,138431,4480,PYRAMIDAL,1,4
5323845863,378172,201124,2944,PYRAMIDAL,1,3
41280896294,389549,218637,3840,INTERNEURON,0,3
46781166937,332093,113736,4992,INTERNEURON,0,3
78154715326,408422,256496,4224,INTERNEURON,0,3
41730695552,350923,221371,4608,INTERNEURON,0,3
1990219908,372058,99153,128,INTERNEURON,0,2
3024846023,394770,132962,384,PYRAMIDAL,1,2
5496971274,322479,199193,128,INTERNEURON,0,4
42659960991,293978,260648,3584,PYRAMIDAL,1,5
36780607218,320606,83685,2944,INTERNEURON,0,2
2644081619,336915,105272,4096,PYRAMIDAL,1,2
30224612947,171254,147612,4224,PYRAMIDAL,1,5
25177000755,287568,260880,1280,PYRAMIDAL,1,5
83482109303,389418,151971,4352,INTERNEURON,0,2
29527984361,205166,160932,3072,PYRAMIDAL,1,5
58095525992,421114,184528,3840,INTERNEURON,0,2
1305476895,348781,77854,0,INTERNEURON,0,2
36357863628,309925,65193,2176,INTERNEURON,0,2
71962927444,249082,83045,4608,INTERNEURON,0,3
28905543213,336716,96168,4736,INTERNEURON,0,2
6089143395,192139,215106,3072,INTERNEURON,0,6
4094208392,167589,161032,2176,PYRAMIDAL,1,5
81209784752,347298,80806,4864,INTERNEURON,0,2
4884386149,295913,168605,3968,PYRAMIDAL,1,4
5581510029,240386,197644,3584,PYRAMIDAL,1,5
38222309348,348849,120119,3840,INTERNEURON,0,2
46286893486,341096,106713,4224,INTERNEURON,0,2
72572328884,199588,90810,4864,PYRAMIDAL,1,0
