skid,celltype,axonIO_ratio
869360,DN-SEZ,0.176954733
17062823,DN-SEZ,0.176870748
18566501,LHN,0.176470588
13818467,pre-DN-SEZ,0.176470588
9116228,pre-DN-VNC,0.176315789
19190681,DN-VNC,0.176165803
17328632,pre-DN-SEZ,0.176056338
17105218,pre-DN-VNC,0.175675676
9423829,MB-FBN,0.175496689
16316981,DN-SEZ,0.175257732
3814701,DN-SEZ,0.175257732
9238937,MB-FBN,0.175159236
16100103,LHN,0.175141243
9800178,LN,0.174757282
18220289,LHN,0.174698795
9077224,pre-DN-VNC,0.174672489
12498338,LHN,0.174657534
15547235,PN,0.174603175
14656798,pre-DN-VNC,0.174509804
5322337,LN,0.174496644
11102156,CN,0.174418605
15655801,pre-DN-VNC,0.174418605
15588389,LHN,0.174418605
11625573,pre-DN-VNC,0.174342105
9842383,DN-SEZ,0.174311927
5938794,LHN,0.174273859
17147698,MBON,0.174157303
17813001,pre-DN-SEZ,0.173611111
4022539,MBON,0.173295455
12612426,PN,0.173267327
8565131,LHN,0.172949002
8864785,MB-FBN,0.17260274
5671303,pre-DN-VNC,0.172413793
9750356,DN-SEZ,0.172413793
17696578,LHN,0.172413793
15589738,pre-DN-VNC,0.172248804
11782821,LN,0.172043011
13675374,pre-DN-VNC,0.171806167
8951591,pre-DN-SEZ,0.171779141
2204467,PN,0.171428571
16415910,pre-DN-VNC,0.171428571
17360225,pre-DN-VNC,0.171428571
15522152,DN-VNC,0.171314741
12587013,LHN,0.171052632
16445073,pre-DN-VNC,0.170731707
6290724,MB-FBN,0.170305677
4279887,LHN,0.170212766
9091922,pre-DN-VNC,0.170212766
9057043,MB-FBN,0.170212766
11889676,MB-FBN,0.169811321
8539175,CN,0.169724771
17360076,pre-DN-VNC,0.169642857
5558724,DN-SEZ,0.169491525
12479019,PN,0.169354839
16950097,pre-DN-VNC,0.169117647
10768709,pre-DN-SEZ,0.168949772
3806652,DN-SEZ,0.168900804
14077179,MB-FBN,0.168888889
17913199,PN-somato,0.168888889
14754777,pre-DN-VNC,0.168776371
19950281,pre-DN-VNC,0.168539326
9239759,pre-DN-VNC,0.167883212
14437742,DN-SEZ,0.167816092
17176927,pre-DN-SEZ,0.167808219
16547287,pre-DN-VNC,0.167539267
9753530,CN,0.167315175
11017761,MBON,0.167082294
17529547,DN-SEZ,0.166666667
3232277,CN,0.166666667
10959064,pre-DN-VNC,0.166666667
7476468,RGN,0.166666667
17847543,MB-FFN,0.166666667
9524538,PN-somato,0.166666667
6700147,DN-VNC,0.166666667
6155577,DN-VNC,0.166666667
4453485,RGN,0.166666667
3814853,LHN,0.166180758
17415439,pre-DN-SEZ,0.166051661
9822593,pre-DN-VNC,0.165975104
13986583,LHN,0.165938865
18305476,DN-SEZ,0.164948454
12389097,MB-FFN,0.164705882
5080991,pre-DN-VNC,0.164705882
8709865,pre-DN-VNC,0.164383562
17176882,PN,0.164319249
16348875,pre-DN-SEZ,0.164179104
1805669,pre-DN-VNC,0.163793103
7449767,pre-DN-VNC,0.163636364
11029359,CN,0.163265306
20479904,pre-DN-VNC,0.162790698
9508724,PN-somato,0.162698413
17360593,LHN,0.162393162
4215611,DN-SEZ,0.162162162
10716080,DN-VNC,0.162162162
10728328,DN-VNC,0.162112933
9424902,DN-SEZ,0.162087912
14492757,pre-DN-VNC,0.161676647
10119916,LHN,0.161564626
12476851,LHN,0.161538462
17358891,DN-VNC,0.161538462
8238322,LHN,0.161030596
5745110,pre-DN-VNC,0.16080402
18302665,pre-DN-VNC,0.160714286
4991243,DN-SEZ,0.160493827
3048606,DN-VNC,0.160427807
11362334,pre-DN-VNC,0.160194175
9787859,DN-SEZ,0.160194175
17557290,CN,0.16017316
13674287,pre-DN-VNC,0.160164271
4617479,MB-FBN,0.16011236
16141217,LHN,0.159663866
17355745,DN-SEZ,0.159624413
16115255,DN-VNC,0.15942029
8847957,LHN,0.159010601
3044500,DN-SEZ,0.158808933
15480928,MB-FBN,0.158798283
5680013,DN-VNC,0.158730159
17414715,LN,0.158590308
15829660,PN,0.158536585
6723364,PN-somato,0.158333333
3913613,LN,0.158301158
9061235,CN,0.158139535
13369670,LHN,0.157635468
8216541,DN-SEZ,0.157480315
11004239,LHN,0.157107232
16933362,MB-FFN,0.156862745
13842372,DN-SEZ,0.156779661
15674282,pre-DN-VNC,0.156716418
18648531,CN,0.156521739
8877158,MBON,0.15625
9720614,PN-somato,0.156171285
11137808,LHN,0.156
4234016,MB-FFN,0.155893536
11261332,DN-SEZ,0.155844156
5319633,DN-VNC,0.155688623
3814175,LHN,0.155642023
9064208,MB-FBN,0.155279503
11029851,PN-somato,0.155263158
7388340,pre-DN-SEZ,0.155251142
12121795,PN,0.155251142
8546775,pre-DN-SEZ,0.154929577
16485079,LN,0.154826958
15669682,pre-DN-VNC,0.154761905
5976168,DN-SEZ,0.154716981
17378483,pre-DN-VNC,0.154716981
16952671,DN-VNC,0.154684096
5769582,PN-somato,0.154545455
15683275,LHN,0.154471545
2568522,PN,0.154471545
14334367,pre-DN-SEZ,0.154422789
13167025,DN-SEZ,0.153846154
3762787,RGN,0.153846154
10553248,DN-VNC,0.153846154
5946241,PN-somato,0.153846154
15605987,LHN,0.153543307
13986477,LHN,0.153488372
12704069,MB-FBN,0.153439153
3598000,DN-VNC,0.153061224
8167696,pre-DN-VNC,0.152777778
3058132,pre-DN-VNC,0.152777778
13763548,DN-VNC,0.15270936
16160495,MB-FBN,0.152631579
15398730,MBON,0.152597403
4598109,MBON,0.152466368
4214582,CN,0.15234375
10158972,DN-SEZ,0.152173913
9848760,MB-FBN,0.152091255
5675990,pre-DN-VNC,0.152073733
7053966,CN,0.152
8461082,pre-DN-VNC,0.151933702
8047280,DN-VNC,0.151851852
17053270,DN-VNC,0.151843818
17729110,LHN,0.151832461
867393,PN,0.151785714
8814922,MB-FBN,0.151515152
6182848,PN-somato,0.151260504
5895651,pre-DN-VNC,0.151162791
4324479,pre-DN-VNC,0.151162791
5326407,pre-DN-SEZ,0.151079137
16457812,PN,0.150997151
16883909,MBON,0.150837989
5480553,PN,0.150753769
10221622,DN-SEZ,0.150442478
1646076,pre-DN-VNC,0.150442478
2775943,PN,0.15
9753494,pre-DN-VNC,0.15
7874184,PN,0.15
19919566,PN-somato,0.149837134
4234009,MBON,0.14973262
18412747,PN-somato,0.149659864
10596949,pre-DN-VNC,0.149484536
20443598,PN-somato,0.149425287
17729347,pre-DN-VNC,0.149425287
10893103,PN-somato,0.148997135
5512988,DN-VNC,0.148837209
17535542,pre-DN-SEZ,0.148837209
14313750,MB-FBN,0.148809524
7555968,PN,0.148514851
14039007,DN-VNC,0.148514851
14329745,CN,0.148471616
3732322,DN-SEZ,0.148148148
15894278,DN-VNC,0.147887324
6193472,pre-DN-VNC,0.147783251
16952691,DN-VNC,0.147679325
10403609,PN-somato,0.147435897
7587948,DN-VNC,0.147368421
11941255,DN-SEZ,0.147335423
4127096,pre-DN-VNC,0.147058824
17360404,pre-DN-VNC,0.147058824
9421292,LHN,0.147058824
16670540,DN-VNC,0.147058824
7589765,DN-VNC,0.146788991
17326218,PN-somato,0.146666667
16158918,DN-SEZ,0.146341463
16316973,DN-SEZ,0.146341463
18133444,pre-DN-VNC,0.146067416
13988443,CN,0.14600551
11079069,pre-DN-VNC,0.145833333
15365184,DN-VNC,0.145833333
14755393,pre-DN-VNC,0.145833333
16399845,LHN,0.145695364
8970595,PN-somato,0.145695364
11011058,CN,0.14556962
20556072,DN-VNC,0.145348837
4144377,MB-FBN,0.144927536
17224013,pre-DN-SEZ,0.144736842
11788830,PN,0.144736842
19101351,PN,0.144654088
12962772,DN-SEZ,0.144385027
8184598,CN,0.144385027
17937991,pre-DN-VNC,0.144329897
8755914,DN-VNC,0.144032922
6153877,DN-VNC,0.143884892
14158399,MB-FBN,0.143864598
15576292,pre-DN-SEZ,0.143835616
13580849,DN-SEZ,0.143835616
8838927,MB-FFN,0.143812709
17107661,MB-FFN,0.143661972
16699958,MB-FBN,0.143356643
10842099,pre-DN-VNC,0.143266476
17804729,pre-DN-VNC,0.142857143
10725068,pre-DN-VNC,0.142857143
11656349,PN,0.142857143
7130033,DN-SEZ,0.142857143
4665627,MB-FFN,0.142857143
18485293,DN-VNC,0.142857143
17025508,DN-VNC,0.142857143
2659386,RGN,0.142857143
17176819,MB-FFN,0.142372881
4983938,PN,0.142276423
7802210,MBON,0.142259414
7594047,MB-FBN,0.142045455
8412625,PN-somato,0.141700405
14319185,LHN,0.141683778
8697453,PN-somato,0.14159292
4398543,CN,0.14159292
17784367,MB-FBN,0.141369048
5507096,LHN,0.141361257
15732050,DN-SEZ,0.14084507
11909406,LN,0.140703518
12935706,pre-DN-VNC,0.140703518
11144258,LN,0.140243902
11329998,CN,0.140186916
17361757,LHN,0.14
18088813,pre-DN-VNC,0.14
3945394,PN,0.14
9787933,PN,0.14
4101621,LHN,0.139917695
9422291,PN-somato,0.139830508
18500988,pre-DN-SEZ,0.139800285
10842047,pre-DN-SEZ,0.139705882
17525174,LN,0.139473684
12813847,LHN,0.139442231
16561660,DN-VNC,0.139423077
4780707,LHN,0.139344262
9069084,pre-DN-VNC,0.139240506
9062992,MB-FBN,0.139130435
17654519,DN-SEZ,0.138888889
6572414,DN-VNC,0.138888889
17380319,pre-DN-VNC,0.138888889
17280216,MB-FBN,0.138888889
11291653,PN-somato,0.138888889
8980589,MBON,0.138830898
10323628,PN,0.138709677
7582489,LHN,0.138655462
15055590,pre-DN-VNC,0.138554217
6729443,pre-DN-VNC,0.138461538
16340011,pre-DN-VNC,0.137931034
4393049,PN,0.137931034
5783868,CN,0.137809187
865151,DN-SEZ,0.137254902
20536322,pre-DN-SEZ,0.137096774
5167842,pre-DN-VNC,0.136986301
17247877,pre-DN-SEZ,0.136986301
4337398,MB-FBN,0.136929461
15766806,MB-FBN,0.136807818
11229136,DN-SEZ,0.136752137
10229852,PN-somato,0.136690647
5782947,pre-DN-VNC,0.136363636
7563413,LN,0.136363636
18035063,pre-DN-VNC,0.136200717
3869488,PN,0.135761589
11105182,DN-SEZ,0.135678392
17244655,LHN,0.13559322
17647621,DN-VNC,0.135416667
5816138,pre-DN-VNC,0.135135135
17380092,CN,0.135135135
8305958,LHN,0.135135135
11714576,pre-DN-VNC,0.134831461
6633635,PN-somato,0.134831461
2568465,PN,0.134831461
16393165,DN-SEZ,0.134751773
16667592,DN-VNC,0.134680135
17177419,pre-DN-VNC,0.134502924
17075832,DN-VNC,0.134408602
18264509,CN,0.134408602
2439067,LHN,0.134328358
4188325,pre-DN-VNC,0.134259259
13806524,CN,0.134228188
15732485,pre-DN-SEZ,0.133858268
17351780,DN-SEZ,0.133676093
1622901,DN-VNC,0.133603239
12478620,PN,0.133540373
15934458,DN-VNC,0.133333333
7971031,LHN,0.133333333
16540741,pre-DN-VNC,0.133333333
12336493,PN,0.133027523
8469124,LHN,0.132911392
4635057,LHN,0.1328125
10612094,MB-FBN,0.132768362
15525794,pre-DN-VNC,0.132653061
17729020,PN-somato,0.132596685
15225589,LHN,0.13229572
11986594,PN,0.132275132
12364717,pre-DN-SEZ,0.132231405
12548756,pre-DN-VNC,0.132231405
2881070,PN-somato,0.13190184
10447988,pre-DN-VNC,0.131868132
8696919,pre-DN-VNC,0.131578947
11303036,pre-DN-VNC,0.131506849
17732346,DN-VNC,0.131487889
9621307,PN-somato,0.131487889
9235545,pre-DN-VNC,0.131455399
4142619,pre-DN-VNC,0.131428571
12031406,pre-DN-VNC,0.131386861
8370111,PN,0.130990415
11645541,LN,0.130952381
19054481,DN-SEZ,0.130801688
16070049,LHN,0.130705394
2648254,DN-SEZ,0.130681818
9585145,LHN,0.130653266
19276024,PN,0.130620985
11946903,PN-somato,0.130434783
13645610,DN-SEZ,0.130252101
6154921,DN-VNC,0.130232558
16474159,LHN,0.130136986
5870071,MB-FBN,0.130136986
5560620,PN,0.130081301
16950550,DN-VNC,0.130057803
20151537,pre-DN-VNC,0.12987013
17809869,DN-SEZ,0.129770992
11908619,CN,0.12962963
7865696,PN,0.12962963
5688091,DN-SEZ,0.12962963
19090042,pre-DN-VNC,0.12962963
4274518,pre-DN-VNC,0.129554656
16433696,pre-DN-SEZ,0.129533679
17654617,PN,0.129277567
7977834,LHN,0.129277567
4664256,PN-somato,0.129151292
11210000,LHN,0.129082426
17729424,PN-somato,0.129032258
8805777,PN-somato,0.129032258
10449035,pre-DN-VNC,0.129032258
12948470,LN,0.129032258
11821320,PN,0.128571429
6591182,LN,0.128571429
4812481,pre-DN-VNC,0.128301887
19470184,DN-SEZ,0.128301887
15560623,DN-VNC,0.128205128
14655602,pre-DN-VNC,0.128065395
17297936,pre-DN-VNC,0.128
4411542,CN,0.12797619
16316916,PN,0.127946128
6219781,LN,0.127819549
8347613,LHN,0.127659574
10013517,PN,0.127208481
2142817,pre-DN-SEZ,0.127192982
14374534,pre-DN-VNC,0.127071823
15897280,DN-VNC,0.126984127
17438424,CN,0.126811594
17087885,DN-SEZ,0.126760563
4680995,LHN,0.126760563
12882387,LN,0.126666667
12424328,PN,0.126550868
9287906,MB-FBN,0.126385809
16950443,DN-VNC,0.126315789
14797760,PN-somato,0.126315789
17038587,LHN,0.126195029
4391317,LHN,0.126126126
16863538,pre-DN-VNC,0.12605042
8021456,PN,0.125925926
15588711,DN-VNC,0.125925926
10945111,DN-VNC,0.125874126
20343986,PN-somato,0.125506073
5134110,pre-DN-VNC,0.125448029
13557064,DN-VNC,0.125396825
18267838,pre-DN-VNC,0.125
3727026,RGN,0.125
15155348,pre-DN-VNC,0.125
2357110,RGN,0.125
9015568,LHN,0.125
7590264,DN-VNC,0.125
14723506,pre-DN-SEZ,0.125
15586949,pre-DN-SEZ,0.125
2772093,pre-DN-VNC,0.124378109
17990556,pre-DN-SEZ,0.124087591
13191017,DN-SEZ,0.123853211
17354392,pre-DN-SEZ,0.12371134
14000746,MB-FBN,0.123333333
18538744,pre-DN-VNC,0.123287671
17321919,DN-SEZ,0.123287671
15674269,MB-FFN,0.123287671
17355864,pre-DN-VNC,0.123239437
4785242,LN,0.123188406
14818307,LHN,0.123188406
11067379,PN,0.123152709
13764822,DN-SEZ,0.122881356
3979181,DN-VNC,0.122767857
9348984,pre-DN-VNC,0.122727273
8571259,pre-DN-VNC,0.122699387
11717001,PN-somato,0.122641509
9585036,LHN,0.12254902
8877971,LN,0.122186495
9870483,CN,0.12195122
15510288,MB-FFN,0.121779859
13395814,pre-DN-SEZ,0.12173913
18501001,pre-DN-VNC,0.121495327
16026677,CN,0.121428571
9567051,PN,0.121399177
5760480,pre-DN-VNC,0.121212121
3765735,pre-DN-VNC,0.12109375
19088042,CN,0.120967742
4390116,pre-DN-VNC,0.120967742
3756659,PN,0.120930233
18440675,DN-SEZ,0.120915033
8943485,pre-DN-SEZ,0.120879121
3945246,LN,0.120567376
6597872,LN,0.120521173
3729496,DN-SEZ,0.12033195
17854345,MB-FBN,0.120287253
8118947,MB-FBN,0.12012012
9753418,PN-somato,0.12
8566140,pre-DN-VNC,0.12
15629759,pre-DN-VNC,0.12
4876839,pre-DN-VNC,0.12
13007383,DN-SEZ,0.12
17777259,LHN,0.119897959
19156025,pre-DN-VNC,0.119834711
4110483,DN-VNC,0.119760479
9436520,pre-DN-SEZ,0.119565217
11851588,LHN,0.119318182
3027876,DN-SEZ,0.119318182
17732085,LHN,0.119205298
11217208,DN-SEZ,0.119047619
14760757,pre-DN-VNC,0.118959108
9037152,PN-somato,0.118881119
10600188,pre-DN-VNC,0.118644068
5898284,pre-DN-VNC,0.118598383
15636958,pre-DN-SEZ,0.118556701
9207332,LHN,0.118518519
15589591,pre-DN-VNC,0.118483412
17884299,PN,0.118131868
5476653,pre-DN-SEZ,0.118110236
16427492,MB-FBN,0.118110236
10202724,PN,0.118055556
11637003,PN,0.118012422
2852273,RGN,0.117647059
17324711,DN-SEZ,0.117647059
18028397,MBON,0.117525773
7168356,pre-DN-VNC,0.117021277
14759661,pre-DN-SEZ,0.117021277
19786464,CN,0.116981132
5794678,DN-VNC,0.116945107
17352470,DN-SEZ,0.116883117
9097065,pre-DN-VNC,0.11682243
17806341,LHN,0.116788321
16494105,LHN,0.116788321
10351681,MB-FFN,0.116731518
6653450,pre-DN-SEZ,0.116666667
14651659,DN-VNC,0.116438356
16742642,pre-DN-SEZ,0.116402116
10728333,DN-VNC,0.116363636
16356967,PN-somato,0.116207951
17360266,pre-DN-VNC,0.116129032
15688523,pre-DN-VNC,0.116104869
5754346,DN-VNC,0.116022099
16486385,LN,0.116022099
9237734,pre-DN-VNC,0.116
5963873,LHN,0.11589404
16154290,DN-VNC,0.115853659
6610913,pre-DN-SEZ,0.115740741
11018254,MB-FBN,0.115646259
4108720,LHN,0.115646259
12654063,pre-DN-SEZ,0.115384615
16547297,pre-DN-VNC,0.115207373
6317793,DN-SEZ,0.115196078
7092417,PN,0.114864865
17937986,pre-DN-VNC,0.114754098
17140424,CN,0.114705882
6703240,MBON,0.114285714
18305433,DN-VNC,0.113924051
20139548,DN-SEZ,0.113821138
3158123,LHN,0.113564669
15468308,CN,0.113537118
17380345,DN-SEZ,0.113496933
16347283,PN-somato,0.113475177
6114695,DN-VNC,0.113445378
13713529,pre-DN-VNC,0.113207547
9589146,PN,0.113207547
2979675,pre-DN-VNC,0.11299435
13863331,MB-FBN,0.112903226
5995125,DN-VNC,0.112676056
5959820,pre-DN-SEZ,0.112582781
4917442,pre-DN-VNC,0.112244898
15668869,PN-somato,0.111864407
8347907,pre-DN-VNC,0.111801242
15048530,pre-DN-SEZ,0.111570248
17359133,DN-SEZ,0.111524164
17362538,pre-DN-VNC,0.111111111
2260755,RGN,0.111111111
17897230,pre-DN-VNC,0.111111111
5778133,pre-DN-VNC,0.111111111
14757050,pre-DN-VNC,0.111111111
17671375,pre-DN-SEZ,0.111111111
17729410,PN-somato,0.111111111
1591270,pre-DN-VNC,0.111111111
992646,DN-SEZ,0.110714286
11003707,LN,0.110714286
17423412,LHN,0.110687023
16188942,PN,0.110655738
17379420,DN-VNC,0.110619469
8349553,LHN,0.110619469
12299704,pre-DN-SEZ,0.110526316
5327961,PN,0.110429448
2504517,pre-DN-VNC,0.11038961
12122924,MB-FBN,0.110062893
8065771,LHN,0.11
9481869,PN-somato,0.10989011
7840791,MBON,0.109862672
14756061,pre-DN-VNC,0.10982659
3945756,pre-DN-VNC,0.109756098
16851791,pre-DN-VNC,0.109756098
5679304,MB-FFN,0.109589041
10160250,PN,0.109467456
17732031,pre-DN-VNC,0.109422492
17379298,DN-VNC,0.109375
8069365,LHN,0.109161793
11356523,pre-DN-SEZ,0.10880829
17356442,pre-DN-VNC,0.108695652
10683313,PN-somato,0.108597285
9503414,PN-somato,0.108571429
9940382,PN,0.108208955
15588620,MB-FBN,0.108108108
13665529,CN,0.108108108
10345590,pre-DN-SEZ,0.108108108
10609443,DN-VNC,0.107843137
5768240,pre-DN-SEZ,0.107784431
14493841,PN-somato,0.107692308
16910799,pre-DN-VNC,0.107187894
3848843,PN,0.107142857
7529574,RGN,0.107142857
3543931,PN,0.107142857
8509534,PN,0.107023411
15732509,pre-DN-VNC,0.106918239
2911847,PN-somato,0.106796117
8246081,PN,0.106770833
10319019,PN-somato,0.106583072
16562142,DN-VNC,0.106508876
16342197,pre-DN-VNC,0.106463878
16195633,DN-SEZ,0.106463878
17729973,pre-DN-VNC,0.106382979
14082322,MBON,0.106227106
17359501,DN-VNC,0.106060606
17962513,LHN,0.106060606
11348509,pre-DN-VNC,0.105932203
18076102,DN-VNC,0.105882353
8075484,LN,0.105820106
16388736,DN-VNC,0.105726872
6300434,MB-FFN,0.105670103
10367190,pre-DN-VNC,0.105660377
6451332,PN,0.10564663
7582412,LN,0.105555556
2379529,LHN,0.105263158
5684940,DN-SEZ,0.105263158
21220994,PN-somato,0.104761905
9275210,LN,0.104761905
4201020,PN-somato,0.104377104
17420035,LHN,0.104166667
11013583,DN-VNC,0.104166667
7700444,pre-DN-VNC,0.104060914
3844961,PN,0.103960396
17373283,CN,0.103896104
19857573,MB-FFN,0.103773585
7852250,PN,0.103773585
14539753,DN-SEZ,0.103448276
8423405,LHN,0.103448276
21136945,PN-somato,0.103351955
15823055,pre-DN-VNC,0.103343465
13646473,DN-VNC,0.103202847
16520950,DN-VNC,0.103194103
15519213,CN,0.103092784
14495367,CN,0.102941176
16347786,DN-VNC,0.102941176
10018150,DN-VNC,0.102649007
17359101,DN-SEZ,0.102484472
9447255,LN,0.102362205
11084320,pre-DN-VNC,0.102339181
16952665,DN-VNC,0.102272727
1137946,PN-somato,0.102222222
17330632,CN,0.10212766
9103732,MB-FBN,0.101973684
1065967,DN-VNC,0.101941748
12195879,PN-somato,0.101941748
16490014,PN-somato,0.101265823
11623145,pre-DN-VNC,0.101265823
12923749,pre-DN-SEZ,0.101265823
17277623,PN,0.101265823
13830600,DN-SEZ,0.101265823
8270683,PN,0.101167315
8471817,pre-DN-SEZ,0.10106383
12422355,pre-DN-VNC,0.101010101
13167730,pre-DN-VNC,0.100961538
8689148,MB-FFN,0.100917431
16295025,LN,0.100917431
17732270,DN-VNC,0.100917431
13429045,LHN,0.100719424
4324567,pre-DN-VNC,0.100719424
3002410,PN,0.100628931
17165621,PN-somato,0.100591716
10100020,pre-DN-VNC,0.100334448
15202263,RGN,0.1
17380309,pre-DN-VNC,0.1
16934932,pre-DN-VNC,0.1
3946432,LHN,0.1
2670619,DN-SEZ,0.1
13535387,RGN,0.1
20443420,PN-somato,0.1
10281116,MB-FFN,0.099601594
16297403,PN,0.099585062
4721538,LHN,0.099557522
3944626,DN-SEZ,0.099547511
4101295,LN,0.099526066
17654967,pre-DN-VNC,0.099502488
17378648,DN-VNC,0.09947644
7107433,PN,0.099378882
16675987,DN-VNC,0.099337748
17743170,PN,0.099173554
9068346,pre-DN-VNC,0.099173554
8274021,LN,0.099009901
11234536,MB-FFN,0.099009901
17359111,DN-SEZ,0.098958333
9787592,DN-SEZ,0.098712446
5478818,DN-SEZ,0.098654709
6446394,DN-VNC,0.098646035
11051276,LN,0.098630137
16846805,MBON,0.098591549
3595837,DN-VNC,0.098522167
16471422,pre-DN-VNC,0.098445596
3158085,pre-DN-VNC,0.098360656
9067063,pre-DN-VNC,0.098360656
15516413,pre-DN-VNC,0.098159509
11050498,pre-DN-VNC,0.098039216
15689046,pre-DN-SEZ,0.097972973
11263687,PN-somato,0.097938144
3450442,PN,0.097777778
5247102,LN,0.097701149
17110189,PN-somato,0.097560976
19880740,pre-DN-VNC,0.097484277
12551020,pre-DN-VNC,0.097484277
17659014,DN-SEZ,0.097345133
11195708,DN-SEZ,0.097222222
17698681,DN-SEZ,0.097014925
17176781,LN,0.096969697
10797407,pre-DN-VNC,0.096899225
9594273,pre-DN-VNC,0.096774194
16096934,pre-DN-SEZ,0.096774194
3450751,PN,0.096692112
15632120,pre-DN-VNC,0.096654275
11279244,PN,0.096618357
7503199,PN,0.096551724
17659219,DN-SEZ,0.096385542
11361875,PN-somato,0.096219931
5730322,pre-DN-VNC,0.096153846
12335381,DN-SEZ,0.096069869
13968203,DN-SEZ,0.096069869
18566361,pre-DN-VNC,0.095959596
8025665,pre-DN-VNC,0.095833333
14034206,DN-VNC,0.095823096
12360656,PN,0.095808383
15599768,DN-SEZ,0.095808383
17728781,pre-DN-VNC,0.095588235
4700078,PN,0.095375723
12422147,pre-DN-SEZ,0.095238095
13199414,MB-FFN,0.095081967
16223688,pre-DN-VNC,0.094986807
4422289,LHN,0.09496124
5762666,LHN,0.094936709
1679034,pre-DN-VNC,0.094827586
3945454,PN,0.09478673
18232369,DN-SEZ,0.094339623
15587533,PN-somato,0.094339623
11605567,pre-DN-SEZ,0.094170404
8705088,LHN,0.094017094
17102002,DN-VNC,0.093975904
16937815,CN,0.093896714
19166349,pre-DN-VNC,0.09375
12667895,PN-somato,0.093676815
9761454,DN-SEZ,0.093645485
17105977,PN-somato,0.093457944
8979434,pre-DN-SEZ,0.093406593
19298625,DN-VNC,0.093220339
17729088,LHN,0.093220339
12935696,CN,0.093137255
5745929,pre-DN-VNC,0.093103448
14333371,LHN,0.093103448
10276161,pre-DN-VNC,0.093023256
8244723,PN,0.092672414
15686444,pre-DN-VNC,0.092592593
5902352,pre-DN-VNC,0.092592593
12279941,pre-DN-SEZ,0.092198582
2963280,LHN,0.092198582
6219445,DN-SEZ,0.092198582
8741619,DN-VNC,0.092150171
20443571,pre-DN-VNC,0.092105263
9565674,pre-DN-VNC,0.092105263
13644685,pre-DN-VNC,0.092105263
6699205,MBON,0.09202454
6494382,LHN,0.091911765
9177218,pre-DN-VNC,0.091549296
13749806,DN-VNC,0.091428571
11037238,LHN,0.091346154
4260935,PN,0.090909091
3793681,PN,0.090909091
17541953,PN-somato,0.090909091
3620633,DN-VNC,0.090909091
9006142,CN,0.090909091
17437719,MB-FBN,0.090909091
1961182,pre-DN-VNC,0.09039548
9241349,PN-somato,0.090361446
16544712,pre-DN-VNC,0.090322581
18149325,pre-DN-VNC,0.09
1868538,pre-DN-VNC,0.089928058
4901087,pre-DN-VNC,0.089820359
15623649,PN,0.089447236
19881737,PN-somato,0.089385475
10714526,PN-somato,0.089385475
6125806,DN-VNC,0.089108911
6623049,LN,0.089041096
17360038,pre-DN-VNC,0.088888889
7719118,LHN,0.088757396
10915553,DN-VNC,0.088709677
8670503,LHN,0.088709677
5750884,PN-somato,0.088607595
10756813,DN-SEZ,0.088495575
13081886,DN-VNC,0.088435374
18644088,pre-DN-SEZ,0.088353414
18639459,pre-DN-VNC,0.088167053
4128002,PN-somato,0.088122605
10382686,LHN,0.088082902
16340977,DN-SEZ,0.088050314
6190181,pre-DN-VNC,0.088028169
17654624,PN-somato,0.088
11178891,LN,0.08797654
16057212,DN-SEZ,0.087912088
5503982,pre-DN-VNC,0.087628866
15334461,DN-SEZ,0.087628866
2935198,LN,0.087591241
3946166,DN-VNC,0.087520259
12420377,pre-DN-VNC,0.0875
3009700,DN-VNC,0.086956522
6692908,PN-somato,0.086956522
10339991,CN,0.086734694
7439913,DN-VNC,0.086538462
16405545,CN,0.086419753
16848497,MB-FFN,0.086053412
16167914,pre-DN-VNC,0.085626911
8842220,LHN,0.085561497
8124177,PN,0.085561497
11146422,PN,0.085450346
8572353,pre-DN-VNC,0.08531746
8995807,PN,0.085106383
7865652,PN,0.085034014
20443457,PN,0.085024155
2932028,LHN,0.08496732
8496618,DN-VNC,0.084720121
16671014,pre-DN-VNC,0.084615385
10875178,pre-DN-VNC,0.084444444
16594752,PN-somato,0.084367246
2964760,pre-DN-VNC,0.084337349
17728695,pre-DN-VNC,0.084070796
5462159,DN-VNC,0.083916084
13743125,MB-FBN,0.083857442
9798791,MB-FFN,0.083832335
9291938,LHN,0.083798883
8246750,PN,0.083743842
8245513,PN,0.083682008
7952981,PN,0.083682008
3182103,pre-DN-SEZ,0.083665339
9539868,PN,0.083333333
5763407,DN-VNC,0.083333333
8012953,PN,0.083333333
3944330,DN-SEZ,0.083333333
14071613,CN,0.083044983
11719626,PN-somato,0.083032491
12474164,DN-VNC,0.083003953
11193510,LHN,0.082926829
8253413,PN,0.082758621
4379508,LHN,0.082677165
15676571,CN,0.082568807
8142831,pre-DN-VNC,0.082278481
10167078,PN,0.082222222
12273754,PN-somato,0.082191781
4180774,MB-FBN,0.082142857
3844799,PN,0.082066869
17587726,DN-VNC,0.082066869
18740553,PN,0.082051282
2935173,LHN,0.081871345
17827011,pre-DN-VNC,0.081818182
16851496,DN-VNC,0.081690141
10855798,pre-DN-VNC,0.081632653
19048289,pre-DN-VNC,0.081632653
12387154,LHN,0.081218274
9739780,pre-DN-SEZ,0.081081081
8810141,pre-DN-VNC,0.080924855
8245869,PN,0.080882353
20730780,PN-somato,0.080808081
3538129,PN,0.080675422
16409132,LHN,0.080645161
