id,x,y,z,type,excitation_type
8419602,31951.760,24685.265,43195.442,KC,1
8423405,77166.325,33791.886,63172.596,LHN,2
8427677,30604.489,23548.965,45160.892,KC,1
8447845,11854.570,52814.403,46277.833,sensory,1
8451818,41436.937,28663.193,47135.634,CN,2
8461082,29784.616,37984.057,48109.610,pre-DN-VNC,3
8469124,27878.029,27517.561,40924.122,LHN,2
8471817,30951.076,29021.030,42139.190,pre-DN-SEZ,3
8480221,77657.230,56430.309,47166.421,PN,1
8480418,15417.147,39322.568,70686.614,LN,0
8496618,56973.064,61277.037,97351.567,DN-VNC,1
8504660,31830.117,24845.573,44596.755,KC,1
8509534,75822.272,54485.855,41088.537,PN,1
8509987,31746.453,24175.387,43532.879,KC,1
8513389,75206.608,30746.139,49050.053,KC,1
8529400,68991.548,39497.055,49902.951,pre-DN-VNC,3
8539175,65385.021,37872.789,43286.091,CN,2
8540770,62701.249,36351.966,40157.332,MB-FBN,3
8542422,72023.889,42189.344,51423.644,PN,1
8544824,18614.664,26334.383,53214.388,UNKNOWN,1
8546775,26801.681,25251.542,39860.544,pre-DN-SEZ,3
8559525,23211.111,30512.907,47244.716,UNKNOWN,1
8559607,30813.445,26034.719,43075.558,KC,1
8565131,30523.941,26961.951,52055.728,LHN,2
8566140,44179.044,28472.733,39250.556,pre-DN-VNC,3
8571259,45551.476,32114.078,45862.439,pre-DN-VNC,3
8572353,43866.885,29857.344,39783.073,pre-DN-VNC,3
8582134,80849.533,32653.928,51993.536,LHN,2
8592501,33787.299,34387.499,52594.668,pre-DN-VNC,3
8639662,85180.553,29975.691,55631.110,UNKNOWN,1
8640212,86418.624,28661.157,55969.102,UNKNOWN,1
8641784,23879.808,45721.774,55888.339,PN-somato,1
8644484,49227.356,78224.523,108856.994,ascending,1
8670503,23395.326,20326.258,52139.203,LHN,2
8687096,70381.535,32837.831,46963.581,pre-DN-VNC,3
8689148,27184.230,28539.957,50712.940,MB-FFN,1
8689674,56362.715,29972.621,48050.100,MBIN,1
8696919,21680.813,33206.752,46911.417,pre-DN-VNC,3
8697453,33170.530,40654.983,54095.156,PN-somato,1
8698941,25635.817,29486.154,51668.710,LHN,2
8700125,91083.792,47762.036,74094.418,LN,0
8704079,76075.292,50366.979,46776.254,PN,1
8705088,20409.426,21044.790,52465.202,LHN,2
8709865,25206.108,37993.631,44735.954,pre-DN-VNC,3
8710444,25256.355,39406.790,44652.021,pre-DN-VNC,3
8711574,21923.182,29143.260,53365.576,LHN,2
8712361,22530.619,28858.392,47028.945,MB-FBN,3
8715940,17208.870,40315.959,52799.226,UNKNOWN,1
8717042,38087.501,27738.211,37149.210,CN,2
8717219,15598.068,35157.937,66923.585,PN,1
8723267,24310.302,22945.883,50251.312,LHN,2
8723983,65499.172,58621.505,97091.589,DN-VNC,1
8741619,43274.942,60545.478,105445.819,DN-VNC,1
8752697,43724.102,30240.361,34741.905,MB-FBN,3
8755914,64811.267,61475.825,98708.208,DN-VNC,1
8765298,83281.630,27802.116,63270.093,UNKNOWN,1
8790590,43658.911,68093.558,92086.364,MB-FFN,1
8792477,49462.849,36911.040,42209.297,MB-FBN,3
8798010,60990.300,34277.907,40256.480,MBON,2
8801715,60330.353,39181.799,53912.871,pre-DN-VNC,3
8801736,55602.712,40775.258,52812.395,pre-DN-VNC,3
8802069,79089.863,48678.333,50545.145,MB-FFN,1
8805777,21872.521,36818.873,51539.081,PN-somato,1
8809171,71526.192,43914.906,60207.536,UNKNOWN,1
8810141,58326.969,38133.684,55435.898,pre-DN-VNC,3
8810739,40641.244,84471.966,46229.634,sensory,1
8812078,21810.270,22937.168,50604.244,LN,0
8813113,24405.613,22439.235,45201.644,LHN,2
8814524,78471.558,47605.967,52560.199,PN-somato,1
8814922,29337.710,22745.559,35116.649,MB-FBN,3
8821758,22709.946,40836.881,57614.610,PN-somato,1
8826198,37108.706,33870.574,47687.884,PN-somato,1
8835968,30550.366,23551.254,42249.747,KC,1
8838927,76569.347,46319.966,53881.797,MB-FFN,1
8840343,28384.993,31462.583,48637.910,UNKNOWN,1
8842220,22532.605,21807.776,52030.099,LHN,2
8847957,25297.833,23803.259,49193.440,LHN,2
8850802,31617.555,28634.305,39683.641,KC,1
8864096,74988.590,28904.218,52373.377,KC,1
8864778,64897.684,35383.399,48278.111,UNKNOWN,1
8864785,68574.693,33391.953,44964.294,MB-FBN,3
8865199,76249.750,29004.012,52462.761,KC,1
8877158,66243.283,30528.207,53854.399,MBON,2
8877795,73519.984,62336.978,39902.514,LN,0
8877971,77035.087,60282.214,40278.422,LN,0
8880781,29270.793,45961.884,58522.169,DN-VNC,1
8884212,81876.802,31544.673,62521.459,UNKNOWN,1
8891315,31460.051,24598.833,42236.951,KC,1
8912726,45335.325,39399.884,36984.674,UNKNOWN,1
8922644,64415.107,28892.990,36309.927,MBON,2
8924186,31121.001,23366.408,43888.366,KC,1
8932110,23741.181,26003.557,58296.906,UNKNOWN,1
8939384,30101.356,34676.064,51646.622,PN-somato,1
8942413,21338.213,44275.987,58228.704,PN-somato,1
8943485,20308.994,27899.985,58287.055,pre-DN-SEZ,3
8951591,38678.173,26038.596,49035.953,pre-DN-SEZ,3
8954310,17751.624,43001.317,52502.035,UNKNOWN,1
8970595,22953.389,38606.015,56852.470,PN-somato,1
8974428,80116.574,27789.449,48859.677,LHN,2
8979434,30735.296,37157.783,49841.315,pre-DN-SEZ,3
8980589,26073.532,33391.146,43156.143,MBON,2
8981761,37285.354,31427.997,51645.710,LHN,2
8993049,62751.326,38424.601,49891.974,pre-DN-SEZ,3
8995807,37648.340,58222.258,55524.641,PN,1
8997281,31274.651,23177.966,45048.709,KC,1
9006142,73905.709,39521.852,43220.337,CN,2
9015568,33398.690,33116.020,50853.049,LHN,2
9015745,74707.526,29034.963,46644.489,MB-FFN,1
9034378,44959.191,35340.288,45958.899,pre-DN-VNC,3
9037152,49224.162,44630.235,46547.160,PN-somato,1
9039416,33468.576,23797.820,39607.747,UNKNOWN,1
9048462,65227.625,39031.744,47071.221,MB-FFN,1
9051500,25519.248,41533.899,48467.069,PN-somato,1
9051960,60751.964,37646.646,36556.806,CN,2
9057043,41391.937,45598.955,42303.090,MB-FBN,3
9057998,52979.096,36635.422,37155.279,CN,2
9061235,70602.541,56153.046,45626.929,CN,2
9062992,55588.076,38126.278,41702.340,MB-FBN,3
9064208,57531.301,38659.615,42542.061,MB-FBN,3
9067063,47406.871,42428.860,40528.746,pre-DN-VNC,3
9068024,51835.510,46798.984,44824.672,pre-DN-VNC,3
9068346,42410.036,41158.307,39330.558,pre-DN-VNC,3
9069084,43835.584,43538.851,40962.869,pre-DN-VNC,3
9072237,68287.238,44993.359,45571.323,PN-somato,1
9072560,44197.718,30402.562,44876.974,UNKNOWN,1
9074101,40590.304,33921.149,29791.807,MBON,2
9077224,53609.048,35767.962,44312.549,pre-DN-VNC,3
9078240,76607.033,25195.895,54373.856,pre-DN-VNC,3
9083312,60134.679,42460.821,46510.854,MB-FBN,3
9085808,29011.948,36064.506,48335.979,pre-DN-VNC,3
9091922,28786.477,31983.002,46111.633,pre-DN-VNC,3
9094797,30019.546,34618.445,47853.672,UNKNOWN,1
9097065,27126.411,42670.972,42297.404,pre-DN-VNC,3
9103710,38033.058,38683.386,51162.983,UNKNOWN,1
9103732,43050.944,39228.196,41406.782,MB-FBN,3
9109799,67724.592,35790.398,34839.986,MBON,2
9116228,35022.381,32134.892,52236.435,pre-DN-VNC,3
9119558,54297.239,49164.350,50173.993,PN,1
9141404,74777.766,39005.335,42449.911,MB-FBN,3
9154024,81234.755,50538.972,46273.123,pre-DN-VNC,3
9161929,21794.185,40774.865,55173.777,PN-somato,1
9177218,41240.385,31432.079,48025.549,pre-DN-VNC,3
9201911,80386.001,28926.577,63140.453,LHN,2
9202326,29293.761,38886.587,49781.600,PN-somato,1
9207332,79214.817,24607.735,56650.626,LHN,2
9212816,48646.074,30499.681,48066.356,CN,2
9234420,36624.146,42333.565,46631.769,DN-SEZ,0
9235545,57040.106,42423.399,43126.660,pre-DN-VNC,3
9236708,54413.320,30620.862,49743.858,CN,2
9237370,61435.170,23029.253,42850.401,UNKNOWN,1
9237734,52324.957,42122.890,45197.239,pre-DN-VNC,3
9238937,59797.033,41102.210,42682.570,MB-FBN,3
9239759,60300.987,37103.178,45997.625,pre-DN-VNC,3
9241349,30482.594,39151.119,50920.952,PN-somato,1
9251793,65821.138,39693.246,43462.246,MB-FBN,3
9252296,69277.461,42057.261,45162.520,MB-FBN,3
9275210,23154.234,22042.182,57574.013,LN,0
9287199,31942.427,20342.175,42318.838,UNKNOWN,1
9287906,29623.478,22952.269,44549.824,MB-FBN,3
9288827,44110.287,21732.954,42179.874,UNKNOWN,1
9291437,40589.650,23127.335,48488.541,LHN,2
9291474,27560.689,31229.467,54132.494,LN,0
9291938,22798.544,22803.805,55492.817,LHN,2
9294475,29760.034,24201.179,40280.932,LHN,2
9348984,85550.325,40122.809,56859.765,pre-DN-VNC,3
9351843,74696.750,37447.344,50412.016,pre-DN-SEZ,3
9372642,60597.544,22919.177,41121.291,RGN,1
9384504,46417.705,42483.790,44234.965,pre-DN-VNC,3
9408003,71815.739,24686.846,43291.125,UNKNOWN,1
9409359,73235.161,35595.497,47740.278,CN,2
9421292,80031.344,28947.036,67278.145,LHN,2
9422291,33912.854,38917.602,50977.856,PN-somato,1
9423829,59298.957,47040.047,42851.391,MB-FBN,3
9424902,67827.573,37847.767,43895.644,DN-SEZ,0
9428865,70811.971,46146.632,45371.339,pre-DN-VNC,3
9429085,70389.882,44917.788,48768.394,pre-DN-SEZ,3
9436520,73289.810,24382.479,47899.321,pre-DN-SEZ,3
9445876,82324.112,26956.693,63983.265,LN,0
9447255,77966.238,30657.026,63343.330,LN,0
9457719,29535.107,24116.267,45984.271,MB-FBN,3
9469519,25565.237,30882.116,50731.307,MBON,2
9480916,51084.516,38399.605,46603.404,pre-DN-VNC,3
9481869,89164.324,42987.803,53423.851,PN-somato,1
9488991,68789.306,33649.913,53143.301,LHN,2
9503203,44337.617,72128.323,106579.370,sensory,1
9503414,59122.200,25234.149,35495.321,PN-somato,1
9503428,64909.583,26239.706,41773.633,UNKNOWN,1
9507904,22900.630,32463.620,48479.134,PN-somato,1
9508724,72042.955,41890.811,52509.665,PN-somato,1
9513911,23986.641,36731.650,52685.537,UNKNOWN,1
9519425,27658.806,38783.836,48861.740,pre-DN-VNC,3
9521722,29590.571,37204.083,50409.363,LN,0
9524538,58923.890,26398.904,35179.014,PN-somato,1
9525492,30293.050,25855.269,43167.747,KC,1
9527333,71342.534,28350.990,45460.870,MB-FBN,3
9527522,65402.796,29293.865,36847.580,MB-FBN,3
9530532,31883.922,39782.357,51399.728,PN-somato,1
9531722,30854.674,25697.379,42946.823,KC,1
9532295,35925.574,38709.064,54303.832,pre-DN-VNC,3
9539868,22378.002,32439.109,64988.781,PN,1
9556700,31118.702,28120.355,39410.322,KC,1
9565674,25901.570,35483.140,46734.953,pre-DN-VNC,3
9567051,82935.183,39153.915,69365.615,PN,1
9577562,57778.057,35887.666,50716.802,UNKNOWN,1
9583435,34660.911,25350.586,38008.232,MB-FFN,1
9585013,38541.718,23347.265,42093.006,LHN,2
9585036,26035.381,28284.577,50590.677,LHN,2
9585145,32253.622,27175.721,39557.148,LHN,2
9589146,73300.828,55788.528,48123.049,PN,1
9594273,58105.344,42408.792,40086.432,pre-DN-VNC,3
9604434,27675.595,39362.997,47171.071,pre-DN-VNC,3
9606496,20291.264,41093.418,57575.151,UNKNOWN,1
9609048,32841.159,28479.946,37872.773,KC,1
9612903,53324.253,46711.793,42466.595,pre-DN-SEZ,3
9621307,20659.021,40202.493,52999.691,PN-somato,1
9637388,36851.703,39162.917,55418.997,LHN,2
9640873,63301.759,78200.801,87771.704,ascending,1
9641919,29107.852,22476.919,38369.912,CN,2
9643439,38771.404,29888.239,41895.313,pre-DN-VNC,3
9698907,23086.474,37504.230,50054.852,UNKNOWN,1
9707941,30122.800,24869.728,44876.490,KC,1
9714476,45864.394,41727.033,39493.565,pre-DN-VNC,3
9716858,32958.655,65425.460,28871.094,sensory,1
9720614,24054.717,36169.415,49427.810,PN-somato,1
9730873,30052.182,25831.315,42776.185,KC,1
9739780,86187.906,44005.845,56738.022,pre-DN-SEZ,3
9747418,81731.881,28106.780,68476.449,LHN,2
9747710,50583.689,44771.512,51164.032,PN,1
9748269,32126.947,64937.708,27741.799,sensory,1
9750356,34867.204,64801.186,40970.915,DN-SEZ,0
9753418,34260.028,32436.117,50830.397,PN-somato,1
9753494,42112.786,31671.848,47067.051,pre-DN-VNC,3
9753530,34593.831,37175.810,40239.491,CN,2
9761454,28923.768,31777.972,50388.469,DN-SEZ,0
9766793,30553.345,27762.587,40853.179,KC,1
9767705,39100.431,32734.513,46410.981,UNKNOWN,1
9787592,66472.678,67029.489,41752.782,DN-SEZ,0
9787859,69975.079,66109.369,40254.118,DN-SEZ,0
9787933,69858.427,49648.508,41030.202,PN,1
9792178,64390.537,23747.406,51095.003,LN,0
9795662,69117.902,67112.895,40005.006,DN-SEZ,0
9796812,33832.391,28893.738,39172.939,KC,1
9798791,27900.516,31526.165,47552.206,MB-FFN,1
9800031,83023.656,26047.708,51815.962,UNKNOWN,1
9800178,22794.142,20665.748,51017.836,LN,0
9806510,27212.447,31620.622,50094.329,UNKNOWN,1
9808022,70569.891,82607.701,42464.823,sensory,1
9808146,22376.292,22504.928,54877.482,LN,0
9809626,29627.083,26110.247,43873.315,KC,1
9811608,26681.370,30999.891,49131.183,LHN,2
9813188,30988.586,25680.744,43597.553,KC,1
9820270,65764.250,69306.006,36568.232,sensory,1
9822593,74190.809,40134.114,52747.777,pre-DN-VNC,3
9835169,66844.894,77830.460,118213.600,sensory,1
9838294,66307.912,65203.225,37457.956,sensory,1
9841469,46722.741,41668.179,33562.729,PN,1
9842000,45036.959,23466.471,42215.966,RGN,1
9842383,70653.132,68791.846,43891.739,DN-SEZ,0
9845997,28061.041,26044.220,46132.113,UNKNOWN,1
9847388,30661.152,26018.970,43205.253,KC,1
9848760,42190.540,30126.739,38786.482,MB-FBN,3
9853425,33890.894,63219.853,40175.483,sensory,1
9856062,34576.918,35207.712,48073.368,pre-DN-VNC,3
9870483,59221.162,40085.382,44297.394,CN,2
9889095,31221.576,27256.829,43618.740,KC,1
9897223,30929.553,26126.976,43542.770,KC,1
9927082,88450.710,39348.626,70330.858,PN,1
9940382,87469.354,43869.811,69328.382,PN,1
9961098,44652.862,42487.273,43659.013,pre-DN-VNC,3
9965610,63384.662,38660.673,42391.281,UNKNOWN,1
9971209,81616.323,30740.828,55921.642,LN,0
9983191,73851.823,28855.905,51413.672,KC,1
9983417,75792.617,25723.243,56402.353,pre-DN-VNC,3
10013517,32856.431,56832.550,52880.561,PN,1
10017944,46572.400,42718.157,44299.702,pre-DN-VNC,3
10018150,65459.458,62753.631,84329.514,DN-VNC,1
10018161,59253.263,40770.590,47474.138,DN-SEZ,0
10018260,53331.167,29321.695,50191.196,LHN,2
10056280,30726.243,28702.917,38911.210,KC,1
10059655,66136.934,48287.433,38711.976,DN-SEZ,0
10079731,25607.774,40551.123,47421.283,PN-somato,1
10100020,64844.773,39637.854,51655.974,pre-DN-VNC,3
10119916,35456.879,23966.567,36440.347,LHN,2
10158972,37871.647,63108.485,48797.375,DN-SEZ,0
10160250,35109.700,44488.592,47226.592,PN,1
10163418,40018.600,26799.091,49312.019,MBON,2
10167078,34708.506,54469.394,49126.275,PN,1
10167116,35557.648,64067.466,47548.436,DN-SEZ,0
10169396,30537.007,23952.538,47655.650,KC,1
10198121,25317.037,36822.098,51767.384,PN-somato,1
10202724,62501.451,48734.539,36816.703,PN,1
10209260,73605.890,31983.637,54093.852,MB-FBN,3
10221622,38689.628,70929.324,55286.054,DN-SEZ,0
10229852,59377.100,44655.476,50828.761,PN-somato,1
10234576,68645.588,39480.549,57410.955,pre-DN-VNC,3
10237401,72380.911,43519.482,59748.752,UNKNOWN,1
10238739,69233.231,47087.939,57873.564,pre-DN-VNC,3
10240382,70532.016,48973.902,57893.724,pre-DN-VNC,3
10241716,96806.124,60877.106,52492.611,sensory,1
10248031,49509.050,40392.498,46622.092,pre-DN-VNC,3
10259967,31378.222,24097.134,45258.205,KC,1
10263287,46403.279,69815.914,36071.399,DN-SEZ,0
10276161,40090.326,31349.102,41710.718,pre-DN-VNC,3
10281116,60382.832,29869.914,36739.430,MB-FFN,1
10282065,74527.226,38048.282,51270.034,PN-somato,1
10287315,38540.057,38298.017,48921.457,UNKNOWN,1
10293348,24507.191,22832.535,59327.909,LHN,2
10317031,55089.882,36596.635,53094.704,pre-DN-VNC,3
10319019,46173.144,38631.383,51071.267,PN-somato,1
10323628,55603.769,41147.760,38496.750,PN,1
10329208,59667.158,33377.078,36896.623,RGN,1
10339991,35754.121,40156.897,40775.073,CN,2
10340880,26755.877,20995.234,44130.592,LHN,2
10343101,43703.004,23767.440,35977.703,UNKNOWN,1
10345590,77627.062,30747.519,47842.664,pre-DN-SEZ,3
10351681,48233.295,29172.156,32882.060,MB-FFN,1
10355356,67930.678,40895.987,59103.325,pre-DN-VNC,3
10367190,28406.351,46121.231,50419.708,pre-DN-VNC,3
10378182,70915.538,37725.439,55012.349,UNKNOWN,1
10382686,60181.645,41261.533,53960.133,LHN,2
10382824,66711.238,40185.692,56795.292,pre-DN-VNC,3
10400440,71233.436,30911.927,53467.241,CN,2
10403609,43160.839,42986.427,51511.236,PN-somato,1
10411574,62134.071,47241.756,54789.142,DN-VNC,1
10418394,57507.884,38371.261,36078.203,RGN,1
10427055,70821.912,32988.233,52544.938,LHN,2
10447988,56742.745,39496.439,47570.556,pre-DN-VNC,3
10449035,61808.908,32239.018,50919.239,pre-DN-VNC,3
10459723,59692.269,32360.635,36824.463,RGN,1
10473853,68287.300,41576.068,55546.540,pre-DN-VNC,3
10495502,27977.028,23183.746,52037.894,UNKNOWN,1
10523825,67907.380,38817.203,56214.086,pre-DN-VNC,3
10527147,63744.013,38941.407,50059.617,DN-SEZ,0
10540188,78263.684,30463.170,65493.542,UNKNOWN,1
10543751,70841.964,29469.167,51513.383,CN,2
10553248,50938.244,56934.548,87452.082,DN-VNC,1
10555409,75058.650,61039.932,41163.428,LN,0
10563755,58225.310,37570.688,37697.266,RGN,1
10568310,61519.089,33098.417,43119.846,UNKNOWN,1
10581624,68902.201,44729.826,46879.863,pre-DN-VNC,3
10583715,59145.339,34350.980,43078.279,pre-DN-VNC,3
10596949,64804.866,41280.239,48123.874,pre-DN-VNC,3
10600188,57476.318,36414.999,49752.906,pre-DN-VNC,3
10609443,65240.188,56465.152,76137.860,DN-VNC,1
10612094,62544.029,40935.227,50454.947,MB-FBN,3
10612630,39977.043,35731.139,48519.650,MB-FFN,1
10617840,33171.687,23374.293,43076.725,MB-FFN,1
10627239,30240.288,28104.331,45430.226,pre-DN-VNC,3
10658673,70633.334,25278.895,46602.460,UNKNOWN,1
10660512,18685.865,36571.409,50544.300,UNKNOWN,1
10663559,16759.655,40209.110,52838.145,pre-DN-SEZ,3
10673895,52268.429,31151.226,40295.548,MBIN,1
10681487,20843.139,24365.335,54502.685,UNKNOWN,1
10682411,22552.901,23290.261,50868.598,UNKNOWN,1
10682660,58466.696,44531.045,44022.556,MB-FBN,3
10683313,18482.107,44337.381,54668.931,PN-somato,1
10684539,22114.645,22489.611,53765.004,UNKNOWN,1
10702736,72348.104,35167.793,45270.786,CN,2
10710503,70030.554,25974.831,48957.222,LHN,2
10714526,62166.593,42390.700,51119.043,PN-somato,1
10716080,47576.371,55479.624,92645.188,DN-VNC,1
10725068,21206.570,41738.980,54443.721,pre-DN-VNC,3
10728318,46437.796,56088.531,94319.153,DN-VNC,1
10728323,74925.132,40932.036,50030.707,DN-SEZ,0
10728328,50831.380,50124.357,62834.684,DN-VNC,1
10728333,51879.320,49429.675,61947.627,DN-VNC,1
10739296,17625.478,40813.550,51403.600,UNKNOWN,1
10756813,69622.364,50621.207,51169.450,DN-SEZ,0
10758204,60477.070,39588.219,46517.991,pre-DN-VNC,3
10760217,60507.936,32210.423,44028.283,UNKNOWN,1
10766722,69058.217,31577.128,43388.421,UNKNOWN,1
10768709,38022.076,24801.429,39598.311,pre-DN-SEZ,3
10781924,45230.225,40103.049,47922.780,pre-DN-VNC,3
10784285,48034.153,40428.745,38064.745,UNKNOWN,1
10785260,45492.791,40236.322,38521.794,UNKNOWN,1
10792336,62759.148,41863.808,52088.160,UNKNOWN,1
10792617,61244.473,34627.050,43862.382,pre-DN-VNC,3
10797407,65235.892,26933.590,46199.860,pre-DN-VNC,3
10809383,35936.440,31119.056,34442.328,MB-FBN,3
10827212,27668.620,23466.976,41648.266,UNKNOWN,1
10831005,50962.102,63008.322,43415.226,LN,0
10842047,67661.322,31218.814,51196.060,pre-DN-SEZ,3
10842099,63806.941,31795.987,45847.818,pre-DN-VNC,3
10852875,49533.404,71891.740,88089.855,sensory,1
10855798,28723.316,31904.479,38059.160,pre-DN-VNC,3
10865025,61390.817,64525.830,44783.280,DN-SEZ,0
10868477,50330.030,71417.514,83821.441,sensory,1
10870424,39206.340,30125.779,46155.000,pre-DN-VNC,3
10872426,62059.249,32819.333,45392.195,pre-DN-VNC,3
10875178,40415.522,36573.071,46610.258,pre-DN-VNC,3
10875625,63506.279,33620.944,57071.905,LHN,2
10877689,17923.631,31573.971,48581.890,UNKNOWN,1
10880408,66360.490,40506.961,48721.825,pre-DN-VNC,3
10882750,37529.920,30379.259,43469.859,pre-DN-VNC,3
10885466,76664.509,33371.005,50694.542,pre-DN-VNC,3
10893103,82243.059,40276.048,53921.958,PN-somato,1
10915553,66239.499,55145.101,76091.432,DN-VNC,1
10918898,73963.090,40795.693,47466.884,pre-DN-VNC,3
10921106,57178.930,55482.597,86233.047,DN-VNC,1
10922020,73830.743,38887.056,52781.366,LHN,2
10922928,60649.319,48439.917,50403.302,pre-DN-VNC,3
10929797,52077.624,78926.730,112888.210,ascending,1
10934438,36051.738,78232.152,45146.129,sensory,1
10937355,58924.135,79184.482,118713.138,ascending,1
10944822,23077.351,25488.575,46665.170,UNKNOWN,1
10945111,36899.393,50816.391,64387.655,DN-VNC,1
10945581,36208.223,35304.497,50247.695,UNKNOWN,1
10945795,38758.424,55698.172,73568.476,DN-VNC,1
10946002,42150.882,31906.917,51940.461,CN,2
10947427,41795.720,43229.258,51417.060,DN-SEZ,0
10949030,59890.536,78792.378,120864.698,ascending,1
10949382,53626.106,75896.128,112111.150,ascending,1
10955244,73914.762,28087.627,54582.672,LHN,2
10958210,81330.761,27247.462,61559.257,pre-DN-SEZ,3
10959064,32781.095,53201.502,51342.249,pre-DN-VNC,3
10961507,78209.416,42008.442,61439.097,LHN,2
10963761,45952.338,68044.617,81510.309,sensory,1
10964258,54606.542,41294.512,43745.371,pre-DN-VNC,3
10982951,71011.305,43763.646,55942.258,PN-somato,1
10986253,32769.988,26681.119,45896.113,pre-DN-VNC,3
10990803,51713.685,48685.138,49088.535,PN,1
11003551,73644.983,38334.032,44546.615,PN-somato,1
11003660,72043.106,34025.006,44963.386,MB-FBN,3
11003696,88470.087,35436.408,59002.173,UNKNOWN,1
11003707,82949.683,28666.790,59001.200,LN,0
11004239,60833.604,28766.623,54924.009,LHN,2
11007420,69575.185,61937.571,52066.452,DN-SEZ,0
11009492,68012.123,56736.370,52918.137,DN-SEZ,0
11011058,72743.929,31994.973,51301.774,CN,2
11013351,63077.555,26487.957,33543.524,LN,0
11013583,56141.464,55271.630,71089.833,DN-VNC,1
11017761,75816.406,36874.660,42765.441,MBON,2
11018254,70457.045,26720.045,39809.718,MB-FBN,3
11022546,68902.614,41669.051,55857.874,pre-DN-VNC,3
11027071,72304.704,32617.226,54509.166,pre-DN-VNC,3
11029359,80598.783,34669.715,60000.707,CN,2
11029851,33033.178,43033.172,55024.142,PN-somato,1
11037238,71849.769,38198.721,54061.202,LHN,2
11050498,46392.583,35771.949,50394.654,pre-DN-VNC,3
11051276,32252.447,60367.755,41679.086,LN,0
11051740,77973.143,28292.111,50685.872,MB-FFN,1
11067379,72081.644,46681.182,52476.588,PN,1
11073313,72482.123,38973.226,58034.456,pre-DN-VNC,3
11079069,70085.324,31461.472,51794.437,pre-DN-VNC,3
11081239,32163.302,34704.327,46404.248,pre-DN-VNC,3
11084320,74247.918,39994.843,51219.757,pre-DN-VNC,3
11102156,40678.462,48826.770,46843.388,CN,2
11105182,69591.926,65336.679,48983.356,DN-SEZ,0
11123016,74918.493,25564.315,60278.190,UNKNOWN,1
11135340,82067.286,28016.805,60213.756,LN,0
11137808,27925.344,27679.184,55572.513,LHN,2
11144258,82348.721,24603.256,62114.094,LN,0
11146422,72066.111,47927.013,52356.735,PN,1
11157622,32841.928,41760.777,45269.201,PN,1
11178891,36221.542,26308.274,54121.207,LN,0
11184236,30968.717,58745.216,47111.924,PN,1
11193510,81697.364,28063.308,62827.735,LHN,2
11195708,73503.193,67800.537,46257.735,DN-SEZ,0
11197975,75281.356,27061.894,53512.608,UNKNOWN,1
11210000,35668.496,25572.028,54387.226,LHN,2
11216417,63648.842,32522.976,51310.223,CN,2
11217208,68444.769,40721.855,49938.074,DN-SEZ,0
11229136,73187.938,67363.316,46166.805,DN-SEZ,0
11234536,34566.099,23748.307,38982.027,MB-FFN,1
11248536,29999.885,24969.949,51573.828,LHN,2
11257084,66685.225,29502.020,47971.156,LHN,2
11261332,43311.100,37282.065,48211.995,DN-SEZ,0
11263687,76336.608,44798.392,55086.168,PN-somato,1
11271082,27898.163,37658.504,50845.683,pre-DN-VNC,3
11278919,46758.235,31542.234,40491.039,pre-DN-VNC,3
11279244,28184.758,40152.911,44241.486,PN,1
11286854,85821.861,49042.805,59792.835,PN-somato,1
11291344,44701.514,74625.181,121524.369,sensory,1
11291653,71509.373,40245.838,51968.365,PN-somato,1
11303036,60407.521,44376.664,49463.074,pre-DN-VNC,3
11306294,45992.999,32084.679,38452.568,pre-DN-VNC,3
11329998,62685.337,33252.504,43334.693,CN,2
11333054,70936.396,46951.399,51169.069,PN,1
11348509,72292.450,34478.277,49736.568,pre-DN-VNC,3
11356523,39054.400,23385.081,36459.092,pre-DN-SEZ,3
11359482,43770.974,40033.309,46203.458,PN-somato,1
11361875,50429.849,48294.567,50169.559,PN-somato,1
11362334,43025.694,40639.170,45114.559,pre-DN-VNC,3
11362589,51750.779,42157.540,47364.173,PN-somato,1
11389855,61082.973,25701.883,44752.550,UNKNOWN,1
11409587,54112.993,23628.145,37279.883,CN,2
11455472,53528.896,80091.658,110537.171,ascending,1
11464638,36399.286,25978.348,41873.013,CN,2
11465297,41467.149,26505.352,40570.034,UNKNOWN,1
11468088,81348.818,51401.162,46143.214,pre-DN-VNC,3
11476614,63609.961,58357.313,57192.992,MB-FBN,3
11524047,30309.074,34139.469,33697.760,MBON,2
11525714,43496.892,49646.629,48303.690,MBIN,1
11528017,30219.459,23746.399,36341.591,MB-FBN,3
11543212,51913.047,50523.936,48566.717,PN,1
11600886,67883.573,31274.123,38285.318,CN,2
11605567,30686.408,20643.377,40282.073,pre-DN-SEZ,3
11605861,32461.352,25850.681,51663.275,LHN,2
11623145,19477.967,29427.338,46964.630,pre-DN-VNC,3
11624548,38693.454,23977.303,40631.751,UNKNOWN,1
11625573,56329.324,39723.692,42525.745,pre-DN-VNC,3
11637003,47408.561,41137.060,33594.772,PN,1
11639192,40368.212,49640.887,36227.391,DN-SEZ,0
11645541,22313.012,24550.532,50772.966,LN,0
11656349,59512.426,45661.968,39535.540,PN,1
11671564,73241.092,64912.386,35507.864,sensory,1
11687072,75699.675,26223.523,52805.917,UNKNOWN,1
11691603,74867.362,31808.343,46674.091,KC,1
11691640,74751.657,27036.295,58294.750,KC,1
11703922,80270.970,28492.427,56694.942,LHN,2
