id,x,y,z,type,excitation_type
11714576,32109.048,46202.228,49635.408,pre-DN-VNC,3
11717001,87878.310,49606.783,59282.814,PN-somato,1
11717014,84761.978,47763.096,61104.619,pre-DN-VNC,3
11717020,87799.905,45640.896,59455.993,UNKNOWN,1
11717025,86977.113,47717.534,59549.752,UNKNOWN,1
11717030,88277.916,43464.944,58169.688,UNKNOWN,1
11717035,86895.965,48251.324,61519.716,UNKNOWN,1
11717040,86222.349,45883.831,61610.134,UNKNOWN,1
11717045,86632.838,45801.061,59836.870,UNKNOWN,1
11719626,87746.278,49324.639,58639.809,PN-somato,1
11725127,76158.456,32045.761,48095.312,KC,1
11725803,73366.841,30954.127,46548.890,KC,1
11736972,69079.111,78114.722,46671.259,sensory,1
11745381,69367.442,76435.844,44093.894,sensory,1
11756023,88061.760,48754.250,61129.656,UNKNOWN,1
11782821,60483.785,29022.294,55940.930,LN,0
11785627,74529.314,29926.533,50434.566,KC,1
11788830,45899.794,42345.188,46938.496,PN,1
11813287,30333.807,27025.405,41705.801,KC,1
11821320,78276.200,60763.041,46161.943,PN,1
11826171,26424.755,21967.329,45985.623,LHN,2
11838242,29511.003,42546.800,44571.860,PN,1
11841664,57487.745,44980.275,45322.707,pre-DN-VNC,3
11851588,30330.017,20581.341,40958.986,LHN,2
11853038,56717.718,43088.067,46253.354,PN,1
11871574,65147.179,52322.873,48439.919,CN,2
11874130,62403.056,71061.524,75917.734,sensory,1
11876076,76962.058,55253.349,50655.389,pre-DN-VNC,3
11889676,39633.520,26270.795,31786.236,MB-FBN,3
11891098,36670.919,45702.090,50018.540,pre-DN-VNC,3
11905911,47070.081,67372.866,96332.508,DN-VNC,1
11908619,59653.335,32478.300,38339.269,CN,2
11909406,46154.134,24492.391,29784.481,LN,0
11934107,64492.353,46070.223,49050.485,PN,1
11934261,80017.981,34521.001,54464.062,UNKNOWN,1
11941255,37546.657,66507.338,42989.698,DN-SEZ,0
11946903,51745.108,25183.279,31242.863,PN-somato,1
11986594,62181.252,44903.621,48084.837,PN,1
12000033,71772.389,65570.421,42392.869,DN-SEZ,0
12026822,38675.833,48360.084,58190.868,DN-SEZ,0
12030078,41081.448,27845.778,49122.657,DN-VNC,1
12031406,51634.257,32433.421,45518.970,pre-DN-VNC,3
12049797,44666.653,34448.780,41108.362,UNKNOWN,1
12073881,69523.220,78033.854,46011.092,sensory,1
12089601,79641.389,44082.329,52265.577,PN,1
12121795,62569.926,45484.802,47685.904,PN,1
12122924,42628.200,41333.571,49373.774,MB-FBN,3
12138418,72947.869,26816.916,53197.778,LHN,2
12156009,53258.056,39160.482,52380.937,PN,1
12178825,38072.332,79651.776,177747.099,sensory,1
12195879,61123.094,38935.864,50750.877,PN-somato,1
12199095,58343.756,71308.948,73307.645,MB-FFN,1
12217572,74276.358,27629.032,55824.598,KC,1
12225666,74517.250,49872.639,46339.825,PN,1
12233237,78025.999,25398.858,46862.706,MB-FBN,3
12252572,82702.792,40867.676,53500.307,pre-DN-VNC,3
12253020,36234.648,76430.376,45665.882,sensory,1
12260696,68282.150,79420.480,44966.142,sensory,1
12262910,63915.462,31675.395,36072.330,MB-FBN,3
12273754,71524.670,44594.191,55093.433,PN-somato,1
12279909,78149.877,33583.165,50373.489,pre-DN-SEZ,3
12279941,79662.522,32928.649,46614.818,pre-DN-SEZ,3
12281339,68503.864,25344.237,46931.367,LHN,2
12293334,72227.391,23728.828,44571.027,UNKNOWN,1
12299621,71104.483,24382.109,44692.791,LHN,2
12299647,65810.194,26510.248,46742.359,UNKNOWN,1
12299704,67931.417,26773.346,45286.467,pre-DN-SEZ,3
12299805,78026.313,29786.869,48254.754,UNKNOWN,1
12300089,78509.527,26488.433,51032.990,UNKNOWN,1
12325227,82859.635,37623.730,56985.959,PN-somato,1
12335381,40638.239,67913.203,46264.526,DN-SEZ,0
12336493,66807.352,40226.236,47115.179,PN,1
12356747,79018.069,31729.415,52582.181,MB-FFN,1
12360656,76369.879,50148.596,52707.381,PN,1
12364717,67318.167,25141.743,42336.655,pre-DN-SEZ,3
12366224,84050.804,44639.594,57283.588,pre-DN-VNC,3
12366640,86070.795,46411.704,59255.318,UNKNOWN,1
12367135,86204.801,45499.063,60493.715,pre-DN-VNC,3
12367568,86575.098,43816.949,55560.724,PN-somato,1
12371688,74390.177,34254.263,51041.379,LHN,2
12387154,80663.168,26663.110,60810.067,LHN,2
12389097,72116.251,56471.528,50178.943,MB-FFN,1
12390459,72755.010,46117.076,53234.769,PN-somato,1
12398622,79681.826,24653.479,44649.196,MB-FBN,3
12420377,70867.533,39377.787,56868.093,pre-DN-VNC,3
12420898,70572.296,48212.748,50143.953,pre-DN-VNC,3
12422147,50907.882,33680.921,52709.735,pre-DN-SEZ,3
12422355,45452.257,33904.257,52234.458,pre-DN-VNC,3
12424328,73540.642,43682.334,52299.547,PN,1
12424940,66246.699,26814.957,42346.959,UNKNOWN,1
12425856,70687.961,54724.787,50437.670,PN,1
12452356,72421.573,44054.468,50457.685,UNKNOWN,1
12474164,44443.661,47020.032,50621.008,DN-VNC,1
12474815,48766.025,35783.575,45507.218,pre-DN-VNC,3
12475432,68265.155,24083.073,43495.699,MBIN,1
12476851,76874.258,32066.828,64960.092,LHN,2
12478620,75340.589,51714.079,46015.814,PN,1
12479019,70542.343,52480.358,38357.666,PN,1
12498338,78702.272,37338.148,58832.794,LHN,2
12500843,76986.684,53625.186,49414.927,UNKNOWN,1
12509506,81876.493,35504.070,56051.349,UNKNOWN,1
12548756,27833.093,32447.452,46783.442,pre-DN-VNC,3
12551020,58850.226,32013.360,47144.043,pre-DN-VNC,3
12585379,75752.765,48812.655,51999.356,UNKNOWN,1
12587013,74290.578,37533.256,59684.191,LHN,2
12598741,74991.075,46473.182,56504.126,pre-DN-VNC,3
12612426,40917.622,43849.997,46042.084,PN,1
12617396,72027.141,56200.501,50284.870,PN,1
12634154,59639.718,35282.487,35748.437,RGN,1
12654063,70468.612,31636.131,52126.599,pre-DN-SEZ,3
12667895,79925.574,35179.983,59775.190,PN-somato,1
12670738,74663.378,48670.890,52519.615,MB-FFN,1
12704069,32920.988,25721.292,34049.233,MB-FBN,3
12704360,43135.280,21308.206,35271.563,RGN,1
12726582,74607.176,31252.473,47088.155,KC,1
12736001,73811.650,53010.539,54220.660,pre-DN-VNC,3
12740290,58065.764,69850.725,37064.118,PN,1
12745771,81128.269,23883.383,65613.958,LHN,2
12746220,30288.778,22456.655,40248.214,UNKNOWN,1
12782494,65837.025,28881.182,48800.072,pre-DN-SEZ,3
12789813,68809.587,39073.168,45666.337,CN,2
12805363,66136.745,50174.716,52094.823,MBIN,1
12813847,26527.239,29573.090,50986.794,LHN,2
12832017,71655.142,36367.763,48485.018,MB-FFN,1
12839441,67857.484,29988.052,56372.588,LHN,2
12840470,76109.750,27689.394,60869.387,UNKNOWN,1
12842593,44983.995,40820.753,42464.967,PN,1
12866697,65444.978,27964.981,47236.679,UNKNOWN,1
12868041,69111.312,28837.525,46649.396,CN,2
12869029,72684.032,36257.204,36475.673,UNKNOWN,1
12871993,62226.488,35451.332,38131.336,MBIN,1
12882179,21939.643,41369.372,55506.882,UNKNOWN,1
12882387,76000.795,62457.179,43516.579,LN,0
12884490,19217.469,40449.901,51414.308,pre-DN-VNC,3
12923749,89816.391,45748.861,58242.084,pre-DN-SEZ,3
12928099,59841.506,41238.965,37137.081,CN,2
12935696,42392.078,37413.352,40119.271,CN,2
12935706,69701.462,48555.614,48063.323,pre-DN-VNC,3
12948470,81599.977,27136.727,66944.442,LN,0
12962772,44005.714,44374.826,46913.016,DN-SEZ,0
12990900,34392.312,25847.275,43016.259,pre-DN-SEZ,3
12998937,51773.436,75750.699,102190.024,ascending,1
13003574,32764.526,51649.690,51624.027,UNKNOWN,1
13007383,43792.320,57935.374,55981.044,DN-SEZ,0
13028455,81253.635,53039.499,49099.714,pre-DN-VNC,3
13038489,25978.319,23798.451,43394.439,LHN,2
13045287,34456.385,24656.981,41451.593,UNKNOWN,1
13046354,21329.334,26069.515,46089.849,UNKNOWN,1
13046847,25636.557,25484.052,41644.462,UNKNOWN,1
13049485,23844.523,26343.375,44477.609,pre-DN-SEZ,3
13081886,44639.101,46538.371,56841.402,DN-VNC,1
13084891,30252.701,44388.441,55356.129,UNKNOWN,1
13137623,30586.502,32428.627,52979.284,pre-DN-VNC,3
13167025,43605.392,71285.874,44808.846,DN-SEZ,0
13167730,30198.961,47637.164,47197.465,pre-DN-VNC,3
13173311,36294.502,57479.915,47884.248,PN,1
13191017,37011.623,65835.939,39248.053,DN-SEZ,0
13197236,65921.455,26262.309,35316.635,LN,0
13199414,74733.880,26701.917,45713.546,MB-FFN,1
13206239,78558.428,27996.879,56013.460,LHN,2
13210358,35827.929,27036.539,40413.386,MB-FBN,3
13242252,32735.292,33181.228,54831.030,pre-DN-VNC,3
13242336,31556.270,42544.211,48910.095,UNKNOWN,1
13313410,70364.418,69047.277,46863.622,DN-SEZ,0
13358515,25020.963,30926.973,49696.529,UNKNOWN,1
13365464,43492.114,31489.724,37604.664,CN,2
13369670,27932.754,24773.201,42027.789,LHN,2
13370624,55105.488,48722.248,51435.181,pre-DN-VNC,3
13380660,66719.569,66336.355,46997.617,DN-SEZ,0
13395814,76219.689,23164.445,50781.679,pre-DN-SEZ,3
13405613,35585.572,22170.331,34336.177,UNKNOWN,1
13411394,43324.887,33706.507,40793.106,UNKNOWN,1
13411445,38976.354,37462.429,43799.634,pre-DN-VNC,3
13411525,40630.360,27688.650,49053.958,CN,2
13422280,61992.542,51320.566,84847.754,DN-VNC,1
13429045,28363.390,19609.139,44302.584,LHN,2
13535380,49920.917,28113.923,32517.905,RGN,1
13535387,50235.443,35585.437,35715.570,RGN,1
13557064,49268.257,46613.730,54529.070,DN-VNC,1
13564607,36529.308,39689.831,42096.644,pre-DN-VNC,3
13580849,41246.073,60283.862,51910.478,DN-SEZ,0
13589251,27080.618,42598.351,44594.328,PN,1
13634759,32828.380,55956.231,50077.010,PN,1
13644685,32607.610,52594.171,50186.426,pre-DN-VNC,3
13645610,40665.451,40504.104,44273.949,DN-SEZ,0
13646473,38183.433,52327.817,62812.830,DN-VNC,1
13652117,51731.828,42060.019,52636.088,DN-VNC,1
13665529,30093.592,28439.671,49143.913,CN,2
13674287,35901.392,45029.595,43711.964,pre-DN-VNC,3
13675374,33305.103,54315.514,51874.782,pre-DN-VNC,3
13713529,33204.327,38881.643,48756.884,pre-DN-VNC,3
13714311,80035.755,42699.630,49547.551,pre-DN-VNC,3
13718916,61823.269,33062.822,36946.813,UNKNOWN,1
13722516,17821.291,29578.792,47576.102,LHN,2
13722900,29434.553,47453.283,41950.057,pre-DN-VNC,3
13724377,41654.639,48570.617,48411.681,UNKNOWN,1
13727202,40929.032,48959.956,47383.266,DN-VNC,1
13736919,68805.189,71110.896,103472.789,DN-VNC,1
13743125,60534.574,43299.580,47485.927,MB-FBN,3
13744425,54568.912,53375.855,33898.132,sensory,1
13749806,56504.383,57393.349,71507.672,DN-VNC,1
13751194,50024.432,36951.756,35472.832,RGN,1
13760954,35901.466,53980.585,55411.109,DN-VNC,1
13763548,38914.195,63466.266,76543.345,DN-VNC,1
13764822,36034.855,48225.820,42797.252,DN-SEZ,0
13768622,30631.594,44065.837,49243.955,UNKNOWN,1
13774384,57171.702,77692.021,108259.503,ascending,1
13775497,56232.801,72185.058,108150.656,ascending,1
13789482,49010.799,50964.832,52625.405,PN,1
13793212,48741.668,37312.593,35292.256,RGN,1
13795090,44153.483,43777.947,42314.421,PN,1
13803032,26568.333,31815.904,52916.914,LHN,2
13806524,30136.473,35360.840,44811.646,CN,2
13818467,67255.206,35813.906,46776.164,pre-DN-SEZ,3
13830600,71166.624,68796.697,43170.545,DN-SEZ,0
13832416,72069.568,54254.936,42524.325,PN,1
13833814,68892.286,67449.460,46945.874,DN-SEZ,0
13834125,44272.778,33983.081,42000.054,pre-DN-VNC,3
13835439,37238.943,51279.731,50884.828,pre-DN-VNC,3
13836327,34637.754,48179.012,41062.797,CN,2
13841523,17089.293,40138.294,50591.715,pre-DN-VNC,3
13842372,48643.786,49998.006,49515.751,DN-SEZ,0
13849274,22298.704,36292.378,48233.425,UNKNOWN,1
13849557,49202.270,41312.644,47030.402,pre-DN-VNC,3
13852833,76904.928,27535.469,53115.892,MB-FBN,3
13854190,66176.922,48209.314,34226.885,pre-DN-SEZ,3
13858797,25529.749,25861.881,52513.888,LHN,2
13858824,28148.012,43282.600,49639.830,PN,1
13863331,25739.960,22746.722,43871.631,MB-FBN,3
13948718,50348.415,32844.776,35114.757,pre-DN-VNC,3
13950464,54420.070,24554.714,32451.662,PN-somato,1
13953184,41916.311,37120.702,33743.904,pre-DN-SEZ,3
13953356,34891.058,32309.490,30324.833,UNKNOWN,1
13953546,43066.231,34329.083,32299.264,CN,2
13966828,77597.076,23706.014,53569.663,UNKNOWN,1
13968203,32810.163,64421.166,43614.282,DN-SEZ,0
13986477,22737.726,26536.734,53295.216,LHN,2
13986583,23916.259,24841.309,53162.479,LHN,2
13988443,36132.523,32923.319,43230.707,CN,2
14000746,63711.990,32281.990,37410.193,MB-FBN,3
14034206,49077.352,53301.159,69891.131,DN-VNC,1
14034311,61865.407,31903.636,44760.615,DN-SEZ,0
14039007,34840.922,61784.738,59952.436,DN-VNC,1
14071449,62558.023,35919.637,37276.322,CN,2
14071613,75627.276,37301.226,43576.878,CN,2
14073503,67097.484,31799.995,41153.532,CN,2
14077179,44707.843,41622.671,41192.943,MB-FBN,3
14077615,33761.166,27925.934,31892.923,MB-FBN,3
14082322,79078.231,24277.552,44479.882,MBON,2
14083681,43238.449,29372.624,32292.684,MB-FBN,3
14127447,43731.326,26779.852,39623.670,MB-FFN,1
14133114,70014.026,29033.167,52197.304,LHN,2
14154154,34767.002,66956.947,47322.249,pre-DN-SEZ,3
14158399,66901.758,30590.009,42694.551,MB-FBN,3
14162492,79140.639,27410.795,46670.835,UNKNOWN,1
14206030,34383.993,30722.292,38468.238,CN,2
14214039,48163.960,35292.017,33233.645,CN,2
14241490,57256.644,43879.670,48235.548,pre-DN-VNC,3
14255342,74710.754,27924.324,55685.143,KC,1
14260575,59284.313,31185.154,47372.148,MB-FBN,3
14270761,64042.991,40454.712,53744.480,UNKNOWN,1
14313750,70205.631,28074.939,39054.469,MB-FBN,3
14319185,72800.074,32005.608,58826.321,LHN,2
14319498,78576.669,33890.263,58774.548,LHN,2
14319960,74310.623,27654.700,55395.264,KC,1
14328512,42660.522,39078.369,39921.750,UNKNOWN,1
14329745,60506.657,51795.670,46459.333,CN,2
14333371,82678.749,26576.651,60520.097,LHN,2
14333495,78868.569,30971.937,61048.945,LHN,2
14334367,45300.784,40182.395,39466.563,pre-DN-SEZ,3
14338439,85397.237,42078.322,57461.043,PN-somato,1
14342744,70641.453,63213.869,55464.697,CN,2
14374534,30648.702,45165.108,48611.722,pre-DN-VNC,3
14434314,76738.560,26784.002,49786.708,LHN,2
14437742,76195.024,65203.350,47982.266,DN-SEZ,0
14450919,80972.407,28340.769,61409.121,LHN,2
14451162,80059.963,27692.415,51713.676,UNKNOWN,1
14460113,74486.269,28354.187,54994.236,KC,1
14461238,83770.220,29398.382,65097.345,LHN,2
14492757,68156.371,48043.256,50441.329,pre-DN-VNC,3
14492880,35823.050,34692.230,48257.100,pre-DN-VNC,3
14493841,58005.939,47747.170,49877.046,PN-somato,1
14495367,41223.134,56788.135,48547.908,CN,2
14501257,33625.632,39512.167,51074.905,pre-DN-VNC,3
14514597,82264.933,31486.945,61474.087,LHN,2
14517691,43573.330,65879.404,48406.059,DN-SEZ,0
14519048,74709.394,29510.335,53395.325,KC,1
14519756,83933.286,31255.857,54173.881,pre-DN-VNC,3
14522124,73933.311,28096.392,54578.789,KC,1
14522404,46160.606,70343.691,91374.846,ascending,1
14531828,59984.781,80366.102,114478.532,ascending,1
14539753,60877.266,47131.832,52068.660,DN-SEZ,0
14540633,62477.952,30943.372,38025.533,MB-FBN,3
14541927,77258.576,35475.360,43527.368,MBIN,1
14570370,61604.722,46930.113,48888.918,UNKNOWN,1
14579509,61284.413,49481.840,50798.044,pre-DN-VNC,3
14586769,69005.659,56948.946,56982.663,pre-DN-VNC,3
14588375,51996.361,56184.603,59876.217,DN-VNC,1
14604028,28118.245,39039.855,42689.827,PN,1
14617508,65748.513,38369.648,51971.479,pre-DN-VNC,3
14621584,62312.224,51706.558,50760.365,pre-DN-VNC,3
14638686,66606.640,50338.327,49454.382,pre-DN-VNC,3
14651659,70101.345,61701.853,60240.035,DN-VNC,1
14655602,68268.020,37355.792,52157.650,pre-DN-VNC,3
14656798,39336.115,42890.015,48509.018,pre-DN-VNC,3
14680483,38792.958,33432.765,47010.383,pre-DN-VNC,3
14723506,73889.870,55917.586,51202.800,pre-DN-SEZ,3
14726012,78819.860,39294.035,52741.925,pre-DN-VNC,3
14726069,62576.631,45839.012,46747.308,pre-DN-VNC,3
14753815,43054.728,31126.044,44986.610,pre-DN-VNC,3
14754777,45709.821,30856.543,43925.583,pre-DN-VNC,3
14755393,38765.542,38377.415,46718.391,pre-DN-VNC,3
14756000,72115.146,57077.231,51830.360,PN,1
14756061,45880.236,29893.847,44268.097,pre-DN-VNC,3
14756440,42577.895,44135.334,50228.803,pre-DN-VNC,3
14757050,36031.222,35540.842,47841.687,pre-DN-VNC,3
14757992,48002.600,27552.899,44724.241,LN,0
14758420,43711.937,30158.119,43263.752,LN,0
14759661,20195.818,37986.447,48823.677,pre-DN-SEZ,3
14760757,40295.442,26031.250,40984.911,pre-DN-VNC,3
14762026,19297.728,39284.345,48751.751,PN-somato,1
14782250,88717.121,33785.841,58115.994,UNKNOWN,1
14797760,87835.483,39827.169,53527.014,PN-somato,1
14818307,82882.726,27974.668,60359.201,LHN,2
14891367,78255.231,33956.018,43989.022,UNKNOWN,1
14898295,74330.514,28844.300,53214.138,KC,1
14898816,74322.731,32685.441,48495.156,KC,1
14913093,52878.544,75918.184,104559.060,ascending,1
14914182,35510.005,30678.771,47559.390,pre-DN-SEZ,3
14938436,56137.180,77401.446,106064.832,ascending,1
14948339,47416.126,30951.810,47778.067,CN,2
14981128,73639.023,28533.848,49983.289,UNKNOWN,1
14995061,75913.786,34480.570,50426.244,UNKNOWN,1
14999928,56366.770,41022.419,45830.097,pre-DN-VNC,3
15005403,59181.843,49657.533,52539.720,DN-VNC,1
15018449,26211.425,45049.902,44078.738,pre-DN-VNC,3
15023806,77182.394,29386.119,53993.980,UNKNOWN,1
15023987,29859.855,37848.725,51144.196,pre-DN-VNC,3
15028907,51293.941,42517.985,46196.010,PN-somato,1
15048530,29584.378,27480.093,38389.249,pre-DN-SEZ,3
15055590,67490.970,38762.117,52804.344,pre-DN-VNC,3
15063529,85206.719,39607.415,56342.459,UNKNOWN,1
15068806,39463.856,33892.487,40265.712,PN-somato,1
15096548,90194.882,41954.407,57276.729,pre-DN-VNC,3
15155348,32030.829,43771.633,47639.684,pre-DN-VNC,3
15202263,49920.918,31723.648,31293.150,RGN,1
15225589,36736.958,21699.416,39927.900,LHN,2
15250080,36887.346,65065.884,39154.988,DN-SEZ,0
15253921,66139.255,41382.792,44039.734,MBON,2
15315491,52261.542,75163.483,104555.760,ascending,1
15334461,36747.510,65525.051,45010.642,DN-SEZ,0
15343835,77423.613,28037.189,53096.643,MB-FBN,3
15365184,73763.783,48809.494,63863.913,DN-VNC,1
15398730,78781.608,31059.402,40319.507,MBON,2
15398807,36480.781,64948.232,36330.198,sensory,1
15404207,51863.174,41141.791,38746.319,MBIN,1
15409328,40360.577,63985.129,40095.276,sensory,1
15421363,64280.904,32176.936,36323.106,MBON,2
15431408,68031.594,38499.131,47042.865,pre-DN-VNC,3
15431795,40445.828,30559.766,46463.455,UNKNOWN,1
15434200,38666.033,63543.907,40387.431,sensory,1
15445198,40082.561,76666.238,48880.904,sensory,1
15451084,34620.351,63522.819,35796.762,sensory,1
15458316,37891.368,64349.769,39573.625,sensory,1
15461769,31943.458,64685.122,33143.081,sensory,1
15467736,29336.603,40579.619,38878.982,pre-DN-VNC,3
15468308,65053.568,44322.912,51596.488,CN,2
15474790,44942.123,39591.984,37253.483,CN,2
15478720,28490.098,42506.085,38706.349,MB-FFN,1
15480928,37838.779,24871.265,31195.615,MB-FBN,3
15481779,36279.267,30610.674,49335.538,pre-DN-VNC,3
15488316,40418.434,33290.060,38071.487,MB-FBN,3
15505837,36880.026,73185.447,38440.205,sensory,1
15506094,31066.448,63639.399,30208.293,sensory,1
15507888,32216.868,65423.363,31412.217,sensory,1
15508475,32686.873,76535.912,41307.880,sensory,1
15508735,37765.802,62388.716,38926.133,sensory,1
15510288,66148.474,33236.697,38175.810,MB-FFN,1
15512404,78666.236,45225.030,43277.135,pre-DN-VNC,3
15512408,78559.740,45809.144,44393.940,pre-DN-VNC,3
15513540,77981.426,47212.466,46088.997,pre-DN-VNC,3
15514582,63355.833,36130.219,50498.439,PN-somato,1
15516413,77849.875,48096.474,46693.614,pre-DN-VNC,3
15517247,57023.693,30559.025,46565.574,pre-DN-VNC,3
15519213,74937.174,44613.404,48837.563,CN,2
15522152,68736.925,52522.675,57130.345,DN-VNC,1
15522777,31710.129,63859.406,32142.179,sensory,1
15524629,55768.376,41191.833,41549.875,UNKNOWN,1
15525711,61461.630,41619.217,40529.343,pre-DN-VNC,3
15525794,57502.721,43417.334,41109.255,pre-DN-VNC,3
15525858,38027.305,63796.779,38371.252,sensory,1
15530882,32987.052,63772.098,31341.086,sensory,1
15531033,32365.132,63088.509,30863.972,sensory,1
15531916,32151.857,62868.212,30980.651,sensory,1
15532105,30712.763,67072.883,29825.697,sensory,1
15533421,34589.332,71591.643,38616.396,sensory,1
15539984,46910.042,41190.294,40197.322,pre-DN-VNC,3
15541944,39082.137,61853.428,39840.331,sensory,1
15541971,55083.729,31292.966,47147.827,UNKNOWN,1
15541976,30412.092,64571.055,31007.824,sensory,1
15542199,27562.930,64671.956,20272.701,sensory,1
15542354,32700.810,67356.111,28985.430,sensory,1
15543068,34253.581,66436.179,29288.513,sensory,1
15543394,37163.613,68118.053,32376.351,sensory,1
15546924,36233.450,67739.341,31722.777,sensory,1
15547235,35776.140,44127.930,44779.582,PN,1
15547732,33190.826,65865.895,29430.054,sensory,1
15548107,38231.677,65888.448,34656.332,sensory,1
15548694,39000.018,66081.818,36784.139,sensory,1
15548844,37967.944,41705.492,50091.206,DN-VNC,1
15553218,41096.195,41396.431,43533.615,UNKNOWN,1
15556081,37263.819,79420.315,45423.295,sensory,1
15556861,58600.794,75603.658,102102.681,ascending,1
15556868,36571.301,76200.109,43666.839,sensory,1
15559195,34270.980,63330.477,29843.468,sensory,1
15560623,34855.757,43305.057,55221.429,DN-VNC,1
15561413,37575.504,65089.514,33885.303,sensory,1
15562137,36758.452,63811.277,33846.742,sensory,1
15563553,36556.556,63915.058,33505.506,sensory,1
15564661,32987.067,67057.242,29093.258,sensory,1
15564706,37689.927,67949.684,33467.376,sensory,1
15564782,35893.931,67035.932,31361.580,sensory,1
15564807,35158.774,67037.490,30381.062,sensory,1
15564882,37052.062,68384.783,33045.755,sensory,1
15564911,41976.802,68122.576,33927.768,sensory,1
15566333,53405.100,24277.835,37759.917,CN,2
15567466,32476.460,67354.810,28189.986,sensory,1
15568134,63492.399,24656.762,47534.766,pre-DN-SEZ,3
15568333,53289.772,23926.587,37405.270,CN,2
15569561,32106.815,65497.273,26189.915,sensory,1
15571194,74905.965,29663.632,50486.000,LN,0
15572414,34708.382,66764.353,29385.419,sensory,1
15573283,37953.063,62530.584,38708.413,sensory,1
15573331,40863.863,65542.062,40525.987,sensory,1
15573381,36470.289,65182.262,32407.773,sensory,1
15573396,38314.859,65915.220,34612.424,sensory,1
15573450,36877.600,65334.983,33314.500,sensory,1
15574199,37256.194,64044.181,34115.732,sensory,1
15574231,37230.160,65099.909,33333.613,sensory,1
15574328,34961.203,65998.509,31622.072,sensory,1
15574508,41439.901,69605.102,35796.575,sensory,1
15574941,41965.254,68847.904,35275.233,sensory,1
15575052,40362.127,68775.339,33709.773,sensory,1
15575232,39755.951,69046.341,35011.399,sensory,1
15575327,35531.984,66889.804,29738.702,sensory,1
15576194,32315.301,66918.229,27272.879,sensory,1
15576292,67617.240,28254.945,50634.911,pre-DN-SEZ,3
15577444,65701.295,30498.256,44134.863,UNKNOWN,1
15585114,40990.053,27840.939,42283.688,pre-DN-SEZ,3
15586536,36664.104,65249.308,32670.981,sensory,1
15586914,86532.678,45319.103,60476.295,UNKNOWN,1
15586949,83873.386,43245.842,57689.590,pre-DN-SEZ,3
15587166,32698.496,67253.190,28751.068,sensory,1
15587533,66023.091,44660.330,55864.013,PN-somato,1
15588389,29875.216,27628.034,52281.096,LHN,2
15588620,61218.363,29276.030,42066.444,MB-FBN,3
15588691,34742.932,80632.421,43016.032,sensory,1
15588711,69606.336,55229.286,69069.174,DN-VNC,1
15588800,38370.879,77503.830,46754.083,sensory,1
15589362,37027.322,80712.741,44010.945,sensory,1
15589411,36169.488,77645.146,45126.047,sensory,1
15589591,31883.812,47777.795,53152.052,pre-DN-VNC,3
15589738,33341.393,42948.960,50216.563,pre-DN-VNC,3
15590555,37762.675,31905.842,42703.602,pre-DN-SEZ,3
15590761,63376.719,63906.619,44082.746,sensory,1
15590793,83666.618,34411.531,57335.982,UNKNOWN,1
15592096,63251.301,34540.020,44907.000,MBIN,1
15592696,34902.426,63251.444,35732.197,sensory,1
15594038,33955.309,78033.884,45518.341,sensory,1
15594113,67615.036,34565.587,44528.129,pre-DN-SEZ,3
15594123,37758.383,85945.798,48057.216,sensory,1
15595607,36506.333,79234.981,43567.088,sensory,1
15595823,36842.475,78232.389,46058.205,sensory,1
15595950,35380.196,78721.780,46829.077,sensory,1
15599768,45282.537,75239.607,45258.820,DN-SEZ,0
15601640,42178.670,28879.513,44610.760,pre-DN-SEZ,3
15605297,43551.088,36239.201,36179.020,UNKNOWN,1
15605301,68565.776,34292.590,47819.635,pre-DN-SEZ,3
15605657,34443.681,72013.877,36068.327,UNKNOWN,1
15605987,33645.292,30593.508,52429.557,LHN,2
15606239,31199.343,27469.162,42105.985,pre-DN-SEZ,3
15606918,36795.843,86880.748,45710.996,sensory,1
15607180,39376.037,86134.438,51603.362,sensory,1
15607335,39084.681,33064.759,45272.732,pre-DN-SEZ,3
15608355,77627.615,50607.055,52559.071,PN,1
15608953,73062.982,30171.987,50658.585,pre-DN-VNC,3
15609427,33663.004,88544.548,41675.000,sensory,1
15609885,38992.473,79230.656,46358.555,sensory,1
15610387,39622.928,84872.149,50252.811,sensory,1
15610774,42829.142,32595.701,40824.385,pre-DN-VNC,3
15611642,33527.905,88832.018,43718.757,sensory,1
15611791,34356.321,88203.552,43385.449,sensory,1
15612241,38129.285,85288.451,50528.276,sensory,1
15612283,54943.252,40642.301,41309.012,UNKNOWN,1
15615042,35989.493,77807.457,43467.643,sensory,1
15615081,34625.551,80450.024,44242.415,sensory,1
15615305,33242.907,88536.390,44115.418,sensory,1
15615475,32999.388,89288.275,42475.583,sensory,1
15615589,36974.743,76632.554,43924.111,sensory,1
15615776,37203.718,81101.516,47618.796,sensory,1
15615877,38161.199,88547.687,50773.603,sensory,1
15617305,37990.966,26699.931,49746.898,MBON,2
15617459,37714.801,87901.108,48539.523,sensory,1
15618614,36267.591,57635.213,54016.147,CN,2
15618756,41203.039,87390.304,56903.861,sensory,1
15618976,35812.072,87382.618,46904.114,sensory,1
15620432,33282.370,90148.124,42340.743,sensory,1
15620606,37600.152,86696.007,50151.784,sensory,1
15623649,63141.138,38996.938,44414.388,PN,1
15629241,41797.380,86831.449,58112.952,sensory,1
15629355,32805.772,89869.237,42556.855,sensory,1
15629759,50607.105,33101.201,52694.844,pre-DN-VNC,3
